Date,Price, Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Day-ahead generation forecast Solar (BE) (MWh),Grid load forecast (BE) (MW)
2017-01-16 17:00,120,73431,74663,43,41,12839
2017-01-16 18:00,124.83,76829,80526,56,0,13138
2017-01-16 19:00,113.96,75872,84130,71,0,12802
2017-01-16 20:00,103.59,72940,81312,82,0,12182
2017-01-16 21:00,84.97,69702,76959,93,0,11380
2017-01-16 22:00,85.3,68352,73923,105,0,11151
2017-01-16 23:00,65.3,69089,77925,113,0,11367
2017-01-17 00:00,114.96,67842,76098,119,0,11051
2017-01-17 01:00,101.73,66046,70828,145,0,10691
2017-01-17 02:00,64.3,65981,71753,138,0,10260
2017-01-17 03:00,56.19,64704,68990,127,0,10055
2017-01-17 04:00,55.07,64607,67346,114,0,10019
2017-01-17 05:00,66.87,65180,68251,106,0,10299
2017-01-17 06:00,94,69415,72571,105,0,11239
2017-01-17 07:00,139.5,74789,80644,109,0,12254
2017-01-17 08:00,145.51,77205,85903,115,0,12843
2017-01-17 09:00,143.58,77821,86248,121,6,12894
2017-01-17 10:00,135.44,77581,86921,124,189,12975
2017-01-17 11:00,129.22,77208,86299,118,481,12958
2017-01-17 12:00,115.24,75442,86450,100,735,12855
2017-01-17 13:00,109.32,74803,85907,83,914,12821
2017-01-17 14:00,115.5,73930,83220,75,941,12696
2017-01-17 15:00,120.68,72938,81060,82,780,12624
2017-01-17 16:00,127.46,72949,80364,104,480,12455
2017-01-17 17:00,142.78,74570,81795,139,142,12797
2017-01-17 18:00,162.31,78189,87677,181,1,13241
2017-01-17 19:00,136.39,79236,90741,223,0,12875
2017-01-17 20:00,114.66,74157,87607,252,0,12423
2017-01-17 21:00,88.61,72151,82893,264,0,11705
2017-01-17 22:00,94.05,71071,79550,263,0,11494
2017-01-17 23:00,98.85,72121,83226,255,0,11864
2017-01-18 00:00,74.5,70190,81563,242,0,11553
2017-01-18 01:00,63.04,68129,77723,167,0,11011
2017-01-18 02:00,60.57,67076,78766,162,0,10589
2017-01-18 03:00,54.73,66225,75737,161,0,10335
2017-01-18 04:00,53.29,65817,73793,163,0,10195
2017-01-18 05:00,65.99,66742,74914,165,0,10376
2017-01-18 06:00,88.23,71518,79217,164,0,11252
2017-01-18 07:00,120,75863,88054,164,0,12336
2017-01-18 08:00,122.07,79173,92539,162,0,12936
2017-01-18 09:00,120,80096,92573,161,7,12978
2017-01-18 10:00,111.75,78734,92227,156,195,12934
2017-01-18 11:00,98.95,77838,91014,144,452,12876
2017-01-18 12:00,95.89,75281,90695,128,642,12733
2017-01-18 13:00,91.02,74377,89873,116,744,12620
2017-01-18 14:00,89.92,73198,86790,115,722,12502
2017-01-18 15:00,86.7,72806,84149,126,590,12430
2017-01-18 16:00,92.45,73143,82952,150,366,12359
2017-01-18 17:00,116.9,75655,83939,187,119,12835
2017-01-18 18:00,130,79859,89539,230,1,13261
2017-01-18 19:00,117.26,80873,93051,267,0,12912
2017-01-18 20:00,98.66,76763,89635,284,0,12437
2017-01-18 21:00,84.18,73637,85274,276,0,11765
2017-01-18 22:00,95.55,72591,81580,257,0,11541
2017-01-18 23:00,95.55,73279,85592,239,0,11853
2017-01-19 00:00,73.25,72905,83928,226,0,11301
2017-01-19 01:00,68.43,70538,79685,211,0,10799
2017-01-19 02:00,67.78,69870,80591,212,0,10387
2017-01-19 03:00,63.32,68861,77814,219,0,10174
2017-01-19 04:00,62.14,68401,75886,229,0,10092
2017-01-19 05:00,66.71,69023,76725,244,0,10393
2017-01-19 06:00,83.92,73584,81194,259,0,11297
2017-01-19 07:00,103,78915,90133,275,0,12371
2017-01-19 08:00,117.35,81114,94655,287,0,12912
2017-01-19 09:00,108.68,80324,94103,293,9,12974
2017-01-19 10:00,94,78826,93303,283,157,13021
2017-01-19 11:00,93.69,77684,92027,250,456,12916
2017-01-19 12:00,90.63,76497,91335,203,824,12746
2017-01-19 13:00,90.19,76003,90149,161,1037,12645
2017-01-19 14:00,91.59,75052,86939,139,1034,12560
2017-01-19 15:00,92,74188,84556,142,854,12611
2017-01-19 16:00,91.03,74895,83358,167,461,12640
2017-01-19 17:00,100.1,77331,84923,213,122,13009
2017-01-19 18:00,134.23,80271,89922,270,1,13400
2017-01-19 19:00,109.97,81500,93946,325,0,13007
2017-01-19 20:00,94,77839,90617,354,0,12615
2017-01-19 21:00,83.17,74139,86046,352,0,11911
2017-01-19 22:00,79,73200,82852,330,0,11784
2017-01-19 23:00,79.3,73203,86875,304,0,12136
2017-01-20 00:00,74.93,73206,85209,284,0,11672
2017-01-20 01:00,74.78,71646,81089,291,0,11381
2017-01-20 02:00,72.88,71475,82200,289,0,10968
2017-01-20 03:00,69.36,70839,79373,293,0,10730
2017-01-20 04:00,64.56,70514,77496,302,0,10562
2017-01-20 05:00,77.29,72009,78353,312,0,10623
2017-01-20 06:00,95.92,75877,82991,325,0,11425
2017-01-20 07:00,110.63,80091,91640,340,0,12319
2017-01-20 08:00,143.33,81090,96484,357,0,13087
2017-01-20 09:00,121.54,81178,95518,368,18,13192
2017-01-20 10:00,116.65,80788,94568,363,326,13209
2017-01-20 11:00,104.76,78567,92125,335,699,13123
2017-01-20 12:00,78.8,76845,90610,294,1004,12949
2017-01-20 13:00,82.68,75789,89249,262,1160,12732
2017-01-20 14:00,91.98,75093,85246,256,1124,12625
2017-01-20 15:00,91.2,74371,81983,279,907,12571
2017-01-20 16:00,92.07,73857,80879,328,573,12502
2017-01-20 17:00,97.09,75269,82053,394,205,12703
2017-01-20 18:00,116.35,78100,87593,463,2,13087
2017-01-20 19:00,115,79086,90847,519,0,12741
2017-01-20 20:00,98.52,76134,87804,536,0,12293
2017-01-20 21:00,88.91,74369,83828,508,0,11641
2017-01-20 22:00,85.99,72518,81091,455,0,11519
2017-01-20 23:00,94.98,73420,85602,396,0,11935
2017-01-21 00:00,48.34,71858,83722,343,0,11353
2017-01-21 01:00,56.32,70771,81395,348,0,10798
2017-01-21 02:00,48.34,69894,82097,299,0,10237
2017-01-21 03:00,55.49,66857,78276,261,0,9962
2017-01-21 04:00,54.33,66246,76181,242,0,9702
2017-01-21 05:00,53.73,66431,75645,246,0,9673
2017-01-21 06:00,48.34,67565,77831,274,0,9869
2017-01-21 07:00,44.63,68687,80904,314,0,10140
2017-01-21 08:00,45.89,70704,83943,338,0,10747
2017-01-21 09:00,48.34,72045,85607,336,21,11293
2017-01-21 10:00,48.34,72367,86849,309,357,11742
2017-01-21 11:00,48.34,71448,85376,257,759,11802
2017-01-21 12:00,45.89,70486,85048,192,1084,11881
2017-01-21 13:00,48.34,68458,84673,138,1261,11639
2017-01-21 14:00,45.89,65961,79018,105,1233,11406
2017-01-21 15:00,47.56,65114,75852,92,1005,11273
2017-01-21 16:00,56.07,65088,74406,92,639,11259
2017-01-21 17:00,65.91,67078,75867,106,237,11728
2017-01-21 18:00,104.86,72418,80977,128,3,12235
2017-01-21 19:00,66.05,74054,84773,152,0,11930
2017-01-21 20:00,48.6,71213,83067,165,0,11307
2017-01-21 21:00,45.89,68854,80189,164,0,10918
2017-01-21 22:00,48.34,68488,78179,157,0,10738
2017-01-21 23:00,48.34,70283,82942,145,0,11233
2017-01-22 00:00,38.6,68200,81552,131,0,10694
2017-01-22 01:00,53.56,65096,77742,109,0,10308
2017-01-22 02:00,39.94,64127,77961,84,0,9953
2017-01-22 03:00,38.2,62792,73953,54,0,9695
2017-01-22 04:00,39.94,62345,71602,33,0,9459
2017-01-22 05:00,39.94,62388,70769,22,0,9298
2017-01-22 06:00,40,62691,72309,17,0,9385
2017-01-22 07:00,49.7,62729,74033,18,0,9481
2017-01-22 08:00,60.06,63022,75867,19,0,9913
2017-01-22 09:00,64.19,64266,77807,20,21,10210
2017-01-22 10:00,66.88,65754,80401,22,268,10915
2017-01-22 11:00,68.61,65721,80953,21,693,11173
2017-01-22 12:00,69.24,66454,81557,19,1037,11561
2017-01-22 13:00,63.53,66118,81413,17,1196,11233
2017-01-22 14:00,57.17,63566,74994,18,1134,10819
2017-01-22 15:00,54.56,62174,71779,23,898,10763
2017-01-22 16:00,57.81,62732,70381,31,536,10698
2017-01-22 17:00,65.04,63982,71992,44,173,10898
2017-01-22 18:00,90.44,68490,77221,60,3,11667
2017-01-22 19:00,85.5,71126,82224,75,0,11585
2017-01-22 20:00,83.04,70584,81388,83,0,11414
2017-01-22 21:00,77.34,68901,78868,81,0,10970
2017-01-22 22:00,77.45,67792,76296,77,0,10706
2017-01-22 23:00,76.24,68821,80296,75,0,11067
2017-01-23 00:00,60.7,67980,79247,76,0,10627
2017-01-23 01:00,57.96,67095,72940,39,0,10410
2017-01-23 02:00,51.84,66803,73874,43,0,9803
2017-01-23 03:00,50.03,65860,70637,49,0,9760
2017-01-23 04:00,48.08,65370,69204,52,0,9863
2017-01-23 05:00,55.19,66679,70436,55,0,9988
2017-01-23 06:00,90.42,69583,74149,56,0,11046
2017-01-23 07:00,124.1,76513,81024,57,0,12108
2017-01-23 08:00,129.72,78308,84589,59,0,12846
2017-01-23 09:00,125.39,78673,85165,59,7,12884
2017-01-23 10:00,122.88,78297,85938,57,101,12893
2017-01-23 11:00,109.66,77089,85587,54,244,13032
2017-01-23 12:00,101.3,75878,85344,51,347,12836
2017-01-23 13:00,101.98,74310,85045,53,428,12795
2017-01-23 14:00,95.11,72579,81604,59,462,12583
2017-01-23 15:00,103,72584,78922,65,407,12604
2017-01-23 16:00,102.4,72801,77792,72,263,12578
2017-01-23 17:00,109.98,75269,78759,78,90,12845
2017-01-23 18:00,134.51,78468,84024,83,2,13259
2017-01-23 19:00,115.32,80087,88757,86,0,12999
2017-01-23 20:00,101.2,77319,85803,84,0,12387
2017-01-23 21:00,96.91,73967,81596,76,0,11746
2017-01-23 22:00,91.64,72281,78588,66,0,11572
2017-01-23 23:00,64.18,73537,82771,57,0,11816
2017-01-24 00:00,86.83,71988,81367,51,0,11425
2017-01-24 01:00,82.07,69210,77428,69,0,10943
2017-01-24 02:00,54.34,68768,78396,69,0,10549
2017-01-24 03:00,55.83,67980,75726,68,0,10361
2017-01-24 04:00,54.58,67473,73844,72,0,10242
2017-01-24 05:00,56.71,68355,74655,74,0,10388
2017-01-24 06:00,112.72,73194,78772,75,0,11280
2017-01-24 07:00,200,77829,86519,73,0,12422
2017-01-24 08:00,204.69,78836,91143,66,0,13035
2017-01-24 09:00,155.48,78879,90920,55,7,13068
2017-01-24 10:00,151.07,78741,90930,48,107,13044
2017-01-24 11:00,135,78444,89669,39,254,12941
2017-01-24 12:00,121.58,76127,88920,30,369,12603
2017-01-24 13:00,117.68,75791,88279,27,433,12503
2017-01-24 14:00,112.21,74150,84585,26,429,12372
2017-01-24 15:00,117.18,74086,82021,27,368,12326
2017-01-24 16:00,120,73809,81312,28,248,12243
2017-01-24 17:00,131.01,74991,82196,30,89,12595
2017-01-24 18:00,144.98,77882,87197,38,2,13281
2017-01-24 19:00,125.96,79180,91782,51,0,12905
2017-01-24 20:00,124.83,77318,88861,64,0,12404
2017-01-24 21:00,96.3,73807,84302,76,0,11698
2017-01-24 22:00,93.71,72442,81013,88,0,11562
2017-01-24 23:00,90.74,71974,85085,99,0,11928
2017-01-25 00:00,96.72,72987,83681,107,0,11458
2017-01-25 01:00,85.03,70416,78825,83,0,10970
2017-01-25 02:00,72.36,69569,79673,83,0,10523
2017-01-25 03:00,71.16,68651,76820,80,0,10299
2017-01-25 04:00,67.85,68419,74872,78,0,10118
2017-01-25 05:00,73.39,68859,75769,77,0,10264
2017-01-25 06:00,108.58,73915,79468,77,0,11065
2017-01-25 07:00,151.14,78337,86492,83,0,12201
2017-01-25 08:00,206.12,79512,90879,97,0,12947
2017-01-25 09:00,168.73,79406,91312,117,13,12958
2017-01-25 10:00,151.29,79489,91589,133,168,12874
2017-01-25 11:00,134.23,78593,90940,132,377,12761
2017-01-25 12:00,129.75,77213,90890,112,545,12532
2017-01-25 13:00,120.38,76218,90648,84,661,12497
2017-01-25 14:00,124.22,75159,86660,63,687,12408
2017-01-25 15:00,125.89,75055,83859,57,594,12382
2017-01-25 16:00,120.29,75466,82834,68,388,12328
2017-01-25 17:00,122.9,76523,83122,104,147,12628
2017-01-25 18:00,194.95,78770,89042,170,4,13251
2017-01-25 19:00,146.8,80307,93909,248,0,12933
2017-01-25 20:00,120,77585,90274,300,0,12406
2017-01-25 21:00,100.67,75032,85733,318,0,11768
2017-01-25 22:00,99.18,73228,82375,317,0,11552
2017-01-25 23:00,95,73837,86546,308,0,11878
2017-01-26 00:00,94.75,73400,85005,297,0,11372
2017-01-26 01:00,91.47,71267,80631,307,0,10890
2017-01-26 02:00,83.04,70810,81556,310,0,10474
2017-01-26 03:00,77.88,69971,78722,318,0,10215
2017-01-26 04:00,75.82,68962,76713,329,0,10126
2017-01-26 05:00,84.66,70055,77262,341,0,10323
2017-01-26 06:00,100.47,73918,81099,353,0,11171
2017-01-26 07:00,134.68,77885,88670,368,0,12256
2017-01-26 08:00,164.92,80122,92970,381,0,12810
2017-01-26 09:00,129.72,79735,92522,385,17,12829
2017-01-26 10:00,166.68,79222,91451,374,225,12778
2017-01-26 11:00,120,77978,89886,339,502,12743
2017-01-26 12:00,101.28,76285,89028,288,754,12507
2017-01-26 13:00,88.8,74536,88286,239,919,12448
2017-01-26 14:00,96.07,72801,84249,205,944,12368
2017-01-26 15:00,112.63,71811,81620,193,801,12366
2017-01-26 16:00,110.74,71339,80066,206,528,12402
2017-01-26 17:00,175,72521,80431,253,219,12684
2017-01-26 18:00,139,77140,85877,338,8,13286
2017-01-26 19:00,121.3,78294,90878,432,0,12916
2017-01-26 20:00,99.1,74512,87337,493,0,12462
2017-01-26 21:00,84.83,70756,82834,511,0,11872
2017-01-26 22:00,80.34,68867,79777,512,0,11680
2017-01-26 23:00,79.52,69065,83682,515,0,12043
2017-01-27 00:00,74,67501,82007,526,0,11582
2017-01-27 01:00,55.38,64055,78576,419,0,11202
2017-01-27 02:00,60.93,63488,79340,446,0,10729
2017-01-27 03:00,57.7,62759,76098,497,0,10497
2017-01-27 04:00,56.14,62263,73744,571,0,10314
2017-01-27 05:00,56,62916,74136,663,0,10469
2017-01-27 06:00,67.47,67079,77644,766,0,11213
2017-01-27 07:00,91.56,71469,84599,874,0,12257
2017-01-27 08:00,102.69,74335,89028,973,0,12881
2017-01-27 09:00,91.25,73999,88296,1053,23,12919
2017-01-27 10:00,90,72936,87408,1113,258,12871
2017-01-27 11:00,82.08,71572,85744,1137,498,12794
2017-01-27 12:00,75.59,70057,84757,1120,657,12562
2017-01-27 13:00,62.56,68998,84663,1082,732,12301
2017-01-27 14:00,67,67782,80451,1048,678,12093
2017-01-27 15:00,68.94,67346,77864,1026,531,12066
2017-01-27 16:00,70.03,66885,76625,1017,337,12018
2017-01-27 17:00,75,67194,76166,1025,130,12211
2017-01-27 18:00,69.46,71347,80463,1044,5,12777
2017-01-27 19:00,73.17,71842,83839,1068,0,12353
2017-01-27 20:00,63.03,69190,80135,1088,0,11917
2017-01-27 21:00,55.76,66869,76000,1098,0,11325
2017-01-27 22:00,56.42,65577,73354,1106,0,11150
2017-01-27 23:00,54.51,65643,77402,1110,0,11558
2017-01-28 00:00,47.4,64223,75502,1117,0,11045
2017-01-28 01:00,46.46,62116,72003,1138,0,10674
2017-01-28 02:00,46.97,61915,72492,1144,0,10185
2017-01-28 03:00,39,60143,68472,1156,0,9799
2017-01-28 04:00,37.39,59773,65979,1167,0,9577
2017-01-28 05:00,37.78,59916,65209,1173,0,9397
2017-01-28 06:00,36.4,60396,66581,1175,0,9528
2017-01-28 07:00,39.65,61206,68413,1178,0,9794
2017-01-28 08:00,47.4,62247,70910,1179,0,10407
2017-01-28 09:00,47.4,64224,73884,1174,10,10920
2017-01-28 10:00,52,65511,76349,1161,111,11291
2017-01-28 11:00,61.73,65557,76438,1137,240,11312
2017-01-28 12:00,59.86,65696,77130,1099,326,11374
2017-01-28 13:00,47.91,65414,78180,1048,387,11158
2017-01-28 14:00,51.64,63345,72649,986,393,10851
2017-01-28 15:00,49.92,62978,69810,926,342,10751
2017-01-28 16:00,54.15,62818,68162,887,229,10807
2017-01-28 17:00,60.6,64911,68006,877,87,11145
2017-01-28 18:00,75.89,69926,72042,893,4,11823
2017-01-28 19:00,70,70541,75929,927,0,11621
2017-01-28 20:00,65.78,67787,74248,957,0,11110
2017-01-28 21:00,52.1,65235,71311,973,0,10634
2017-01-28 22:00,52.17,64378,69303,977,0,10492
2017-01-28 23:00,53.36,65280,73719,973,0,10892
2017-01-29 00:00,50.75,63447,72520,948,0,10255
2017-01-29 01:00,47.1,61289,68645,848,0,9893
2017-01-29 02:00,40.62,60919,68824,844,0,9400
2017-01-29 03:00,37.88,60217,64853,859,0,9170
2017-01-29 04:00,40.32,59307,62202,891,0,8955
2017-01-29 05:00,39.37,59589,61413,931,0,8909
2017-01-29 06:00,40.8,59808,62274,971,0,9013
2017-01-29 07:00,37,60269,63344,1001,0,9091
2017-01-29 08:00,42.14,60332,65048,1016,0,9442
2017-01-29 09:00,47.1,61348,67561,1016,16,9850
2017-01-29 10:00,50.19,63124,70704,1002,176,10406
2017-01-29 11:00,52.07,64448,72342,978,375,10664
2017-01-29 12:00,53.9,64480,73934,949,551,10915
2017-01-29 13:00,49.8,64028,74490,916,714,10666
2017-01-29 14:00,43.25,61965,67738,873,767,10396
2017-01-29 15:00,43.88,61244,64820,830,653,10289
2017-01-29 16:00,47.1,61092,63066,805,434,10198
2017-01-29 17:00,61.11,62259,63080,819,185,10424
2017-01-29 18:00,87.8,66412,68153,878,10,11399
2017-01-29 19:00,59.29,68438,73648,964,0,11366
2017-01-29 20:00,58.24,67357,72611,1049,0,11202
2017-01-29 21:00,53.36,65257,70023,1117,0,10730
2017-01-29 22:00,52.06,63412,67587,1165,0,10468
2017-01-29 23:00,47.1,64399,71532,1197,0,10762
2017-01-30 00:00,41.75,63249,70105,1223,0,10103
2017-01-30 01:00,43.03,61951,64951,1382,0,9842
2017-01-30 02:00,37.24,60741,65368,1438,0,9236
2017-01-30 03:00,36.05,60153,62141,1481,0,9143
2017-01-30 04:00,35.11,59625,60394,1502,0,9220
2017-01-30 05:00,36.43,60891,61436,1484,0,9497
2017-01-30 06:00,47.1,63982,65678,1428,0,10558
2017-01-30 07:00,58.01,70058,73642,1350,0,11573
2017-01-30 08:00,64.59,72145,77699,1236,0,12230
2017-01-30 09:00,66.71,72682,77636,1081,3,12335
2017-01-30 10:00,70.15,72757,78005,916,28,12378
2017-01-30 11:00,69.91,72757,78029,777,64,12538
2017-01-30 12:00,69.23,72559,78657,665,98,12321
2017-01-30 13:00,67.99,72188,78444,570,124,12341
2017-01-30 14:00,61.32,70506,75368,487,134,12225
2017-01-30 15:00,55.98,69433,72349,417,123,12264
2017-01-30 16:00,55.94,68931,70961,359,87,12217
2017-01-30 17:00,78.53,67106,71431,302,35,12337
2017-01-30 18:00,75.96,70230,75028,245,3,12902
2017-01-30 19:00,76.09,71540,79010,195,0,12639
2017-01-30 20:00,66.46,68716,75832,159,0,11953
2017-01-30 21:00,61.22,65110,71076,133,0,11327
2017-01-30 22:00,57.06,63996,67930,117,0,11123
2017-01-30 23:00,58.17,64821,71586,107,0,11355
2017-01-31 00:00,57.05,63971,69776,102,0,10737
2017-01-31 01:00,51.93,61955,65401,65,0,10217
2017-01-31 02:00,50.49,61810,65421,77,0,9856
2017-01-31 03:00,48.27,61864,62301,92,0,9661
2017-01-31 04:00,48.27,62002,60403,109,0,9532
2017-01-31 05:00,52.25,62133,60972,128,0,9744
2017-01-31 06:00,68.38,62401,64724,145,0,10680
2017-01-31 07:00,90.52,65740,72345,159,0,11759
2017-01-31 08:00,95.97,67733,76323,169,0,12408
2017-01-31 09:00,89.26,68243,75841,174,14,12515
2017-01-31 10:00,89.8,68479,75841,174,130,12619
2017-01-31 11:00,89.82,68668,75467,165,269,12577
2017-01-31 12:00,82.36,67641,75834,153,385,12358
2017-01-31 13:00,82.02,67240,75572,143,465,12278
2017-01-31 14:00,90.36,65837,72295,134,488,12196
2017-01-31 15:00,89.75,64453,69780,131,426,12093
2017-01-31 16:00,90.2,63785,68519,142,284,12032
2017-01-31 17:00,95,64394,68651,177,120,12231
2017-01-31 18:00,104.33,68979,72910,238,7,12874
2017-01-31 19:00,90,70686,77566,316,0,12528
2017-01-31 20:00,83.37,68074,74395,379,0,11940
2017-01-31 21:00,60.67,69425,69559,415,0,11289
2017-01-31 22:00,58.26,68470,66298,445,0,11110
2017-01-31 23:00,55.77,68589,69856,477,0,11471
2017-02-01 00:00,50,65438,68264,512,0,11138
2017-02-01 01:00,49.89,62338,62840,406,0,10661
2017-02-01 02:00,48.36,62599,63009,439,0,10178
2017-02-01 03:00,45.87,61798,59664,469,0,9814
2017-02-01 04:00,39.3,60973,57601,500,0,9674
2017-02-01 05:00,46.64,61104,58225,540,0,9908
2017-02-01 06:00,55.91,64630,61765,593,0,10746
2017-02-01 07:00,71.62,71616,68539,656,0,11788
2017-02-01 08:00,77.68,72504,72597,723,0,12459
2017-02-01 09:00,76.9,72412,72907,782,8,12550
2017-02-01 10:00,76.75,72058,73077,825,63,12550
2017-02-01 11:00,75.83,71503,73022,848,142,12466
2017-02-01 12:00,73.35,69825,73300,851,214,12258
2017-02-01 13:00,71.9,68747,73507,844,252,12159
2017-02-01 14:00,68.93,67627,70319,825,253,12019
2017-02-01 15:00,66.29,66719,68149,798,215,12024
2017-02-01 16:00,63.03,66607,66600,781,146,11940
2017-02-01 17:00,69.43,68176,66315,795,60,12114
2017-02-01 18:00,72.62,71423,70501,841,5,12914
2017-02-01 19:00,72.74,73067,75034,894,0,12497
2017-02-01 20:00,64.39,70788,72230,922,0,11984
2017-02-01 21:00,50.18,67387,67753,917,0,11365
2017-02-01 22:00,59.12,65628,64340,894,0,11178
2017-02-01 23:00,49.8,65189,68060,863,0,11448
2017-02-02 00:00,39.59,64082,66640,833,0,10872
2017-02-02 01:00,37.68,61788,61948,900,0,10431
2017-02-02 02:00,36.43,61394,62039,887,0,9893
2017-02-02 03:00,32.3,60164,58699,896,0,9673
2017-02-02 04:00,31.05,60110,56435,914,0,9460
2017-02-02 05:00,32.66,60599,56850,927,0,9661
2017-02-02 06:00,39.91,63599,60411,934,0,10543
2017-02-02 07:00,55.58,68669,67573,950,0,11583
2017-02-02 08:00,57.19,70408,71607,994,0,12173
2017-02-02 09:00,59.1,71248,71206,1057,28,12191
2017-02-02 10:00,58.55,71283,70955,1105,223,12096
2017-02-02 11:00,57.66,70900,70373,1120,420,12070
2017-02-02 12:00,57.66,69389,70654,1108,545,11790
2017-02-02 13:00,54.44,68608,70860,1084,643,11724
2017-02-02 14:00,50.9,66772,67593,1062,702,11654
2017-02-02 15:00,47.1,66316,65762,1053,646,11639
2017-02-02 16:00,45.98,66813,64266,1063,452,11711
2017-02-02 17:00,48.8,67443,63968,1093,195,11908
2017-02-02 18:00,55.75,69719,68330,1138,16,12688
2017-02-02 19:00,55.91,71523,72943,1186,0,12340
2017-02-02 20:00,48.2,68676,69657,1223,0,11786
2017-02-02 21:00,39.04,64968,65181,1251,0,11175
2017-02-02 22:00,40.6,63483,61848,1273,0,10995
2017-02-02 23:00,42.24,64263,65421,1283,0,11330
2017-02-03 00:00,39.69,61345,63803,1283,0,10418
2017-02-03 01:00,34.92,59667,59223,1122,0,10057
2017-02-03 02:00,34.26,58108,59122,1077,0,9711
2017-02-03 03:00,32.55,57233,55794,1029,0,9388
2017-02-03 04:00,32.49,57743,53714,987,0,9299
2017-02-03 05:00,35.85,58345,54524,957,0,9469
2017-02-03 06:00,43.02,60342,58311,937,0,10289
2017-02-03 07:00,56.32,65783,65457,915,0,11337
2017-02-03 08:00,60,67968,70296,879,0,11913
2017-02-03 09:00,58,68230,70062,840,30,11916
2017-02-03 10:00,56.67,68184,70173,817,222,11851
2017-02-03 11:00,55.97,67986,69530,824,428,11844
2017-02-03 12:00,54.37,67400,70031,854,608,11603
2017-02-03 13:00,53.67,66566,70277,887,717,11460
2017-02-03 14:00,51.96,65642,66834,903,755,11384
2017-02-03 15:00,48.47,65110,65126,916,678,11317
2017-02-03 16:00,47.68,64663,63894,965,489,11234
2017-02-03 17:00,52.4,65922,63615,1061,238,11404
2017-02-03 18:00,55.79,67719,68264,1189,23,11956
2017-02-03 19:00,53.5,69356,72046,1316,0,11500
2017-02-03 20:00,52.3,67181,69038,1412,0,11029
2017-02-03 21:00,44.9,65792,64779,1475,0,10413
2017-02-03 22:00,44.25,65017,61962,1515,0,10262
2017-02-03 23:00,38.04,64259,65955,1524,0,10662
2017-02-04 00:00,37.67,60796,64364,1508,0,10022
2017-02-04 01:00,34.96,57669,60690,1561,0,9502
2017-02-04 02:00,34.01,56870,60289,1507,0,8992
2017-02-04 03:00,31.93,55380,56419,1429,0,8752
2017-02-04 04:00,31.89,54931,54153,1328,0,8582
2017-02-04 05:00,32.09,54744,53477,1197,0,8535
2017-02-04 06:00,33.82,54443,55138,1031,0,8780
2017-02-04 07:00,37.04,54918,57261,857,0,9015
2017-02-04 08:00,42.32,57514,60115,691,0,9609
2017-02-04 09:00,49.58,59558,62525,546,14,10133
2017-02-04 10:00,51.97,60753,64908,442,88,10559
2017-02-04 11:00,50,62014,65019,379,175,10601
2017-02-04 12:00,50,61798,66554,346,225,10707
2017-02-04 13:00,49.12,61920,67671,321,213,10526
2017-02-04 14:00,47.22,59986,62939,286,165,10270
2017-02-04 15:00,45.22,58700,60541,248,115,10280
2017-02-04 16:00,46.26,58787,58822,219,74,10331
2017-02-04 17:00,56.37,60730,58751,203,33,10545
2017-02-04 18:00,66.18,63604,63370,206,4,11169
2017-02-04 19:00,61.61,64885,67656,235,0,11011
2017-02-04 20:00,55.49,63137,65946,271,0,10510
2017-02-04 21:00,50,61310,62763,302,0,10048
2017-02-04 22:00,50,60051,60342,343,0,9937
2017-02-04 23:00,45.7,60553,65038,382,0,10251
2017-02-05 00:00,59.88,58233,64306,402,0,10053
2017-02-05 01:00,50,56559,59893,418,0,9581
2017-02-05 02:00,37.73,56430,59349,342,0,9075
2017-02-05 03:00,36.65,55484,55319,279,0,8956
2017-02-05 04:00,33.15,54546,52785,245,0,8842
2017-02-05 05:00,34.55,54842,51855,229,0,8857
2017-02-05 06:00,31.82,55413,52618,223,0,8981
2017-02-05 07:00,36.93,54863,53611,226,0,9037
2017-02-05 08:00,42,55163,55277,230,0,9287
2017-02-05 09:00,48.26,56697,57711,235,21,9727
2017-02-05 10:00,57.84,57923,60916,242,134,10301
2017-02-05 11:00,61.19,59550,62915,245,258,10534
2017-02-05 12:00,58.25,60850,65281,241,341,10763
2017-02-05 13:00,46.92,60275,66181,234,348,10541
2017-02-05 14:00,40.88,58213,60630,222,296,10153
2017-02-05 15:00,39.97,57051,58101,217,211,9984
2017-02-05 16:00,40.81,57373,56548,231,134,9911
2017-02-05 17:00,48.24,59637,56549,256,58,10134
2017-02-05 18:00,65.07,64317,60910,280,7,11131
2017-02-05 19:00,60.86,66248,66448,299,0,11172
2017-02-05 20:00,57.91,65131,65989,303,0,10943
2017-02-05 21:00,58.91,63303,63154,295,0,10495
2017-02-05 22:00,51,62015,60589,291,0,10164
2017-02-05 23:00,49.61,62715,64693,293,0,10564
2017-02-06 00:00,43.31,61134,63522,302,0,9944
2017-02-06 01:00,41.4,59612,59471,299,0,9628
2017-02-06 02:00,38.27,58541,59902,287,0,9204
2017-02-06 03:00,35.1,57972,56567,286,0,9025
2017-02-06 04:00,36.3,57552,55113,295,0,8930
2017-02-06 05:00,39.5,58490,56216,299,0,9278
2017-02-06 06:00,55.21,62201,61093,283,0,10308
2017-02-06 07:00,74.95,67051,69118,243,0,11373
2017-02-06 08:00,82.06,70255,73666,182,0,12130
