Date,Price, Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Day-ahead generation forecast Solar (BE) (MWh),Grid load forecast (BE) (MW)
2015-01-01 01:00,51.93,75492,71469,666,0,10130
2015-01-01 02:00,48.76,74394,69642,701,0,9675
2015-01-01 03:00,42.27,72639,66704,729,0,9245
2015-01-01 04:00,38.41,69347,65051,755,0,8973
2015-01-01 05:00,35.72,67960,62855,781,0,8807
2015-01-01 06:00,32.66,67564,62470,806,0,8767
2015-01-01 07:00,32.83,67277,64086,832,0,8685
2015-01-01 08:00,30.06,67019,64541,863,0,8635
2015-01-01 09:00,29.24,67846,63585,896,0,8889
2015-01-01 10:00,37.54,70274,65564,936,93,9296
2015-01-01 11:00,41.19,71975,66642,966,292,9693
2015-01-01 12:00,44.69,74395,67618,980,450,10027
2015-01-01 13:00,39.77,73458,69286,987,563,10084
2015-01-01 14:00,33.29,71382,64608,996,601,9967
2015-01-01 15:00,32.47,68812,61660,1034,533,9852
2015-01-01 16:00,34.73,68954,61270,1095,283,9832
2015-01-01 17:00,40.95,72468,64215,1163,58,10269
2015-01-01 18:00,51.25,76228,70227,1244,0,10746
2015-01-01 19:00,52.55,79480,72834,1325,0,10758
2015-01-01 20:00,49.55,79199,73233,1398,0,10588
2015-01-01 21:00,46.31,77448,71265,1445,0,10400
2015-01-01 22:00,48.75,77909,68772,1488,0,10574
2015-01-01 23:00,47.59,76777,73055,1527,0,10896
2015-01-02 00:00,38.8,73652,71247,1557,0,9730
2015-01-02 01:00,36.73,71874,66693,1602,0,8994
2015-01-02 02:00,33.52,71196,66725,1610,0,8489
2015-01-02 03:00,27.5,68045,63084,1619,0,8208
2015-01-02 04:00,22.84,66880,61337,1632,0,8152
2015-01-02 05:00,26.1,66922,60231,1631,0,8418
2015-01-02 06:00,27.17,68235,63232,1616,0,9224
2015-01-02 07:00,33.33,70871,65498,1596,0,10259
2015-01-02 08:00,42.06,74625,68186,1552,0,11114
2015-01-02 09:00,46.13,77325,70152,1483,0,11010
2015-01-02 10:00,44.05,77816,71495,1427,31,10674
2015-01-02 11:00,45.3,78185,71135,1357,89,10575
2015-01-02 12:00,48.64,79458,70865,1272,158,10632
2015-01-02 13:00,44.87,78259,72639,1194,236,10533
2015-01-02 14:00,41,76170,68957,1134,289,10376
2015-01-02 15:00,39.78,74355,66287,1117,320,10240
2015-01-02 16:00,39.73,73693,65172,1097,211,10266
2015-01-02 17:00,50.24,76272,67610,1071,50,10843
2015-01-02 18:00,54.1,78940,72133,1041,0,11142
2015-01-02 19:00,53.13,80550,74786,1017,0,10805
2015-01-02 20:00,48.81,78528,72777,971,0,10233
2015-01-02 21:00,42.99,75958,69294,882,0,9714
2015-01-02 22:00,48.76,75008,67372,792,0,9625
2015-01-02 23:00,48.45,75410,71699,687,0,9969
2015-01-03 00:00,46.97,73980,69805,566,0,9481
2015-01-03 01:00,43.27,71309,65463,632,0,9689
2015-01-03 02:00,41.76,70103,66061,586,0,9317
2015-01-03 03:00,37.54,67577,62638,602,0,8907
2015-01-03 04:00,32.99,66894,60446,623,0,8739
2015-01-03 05:00,31.24,67495,59414,622,0,8619
2015-01-03 06:00,36.71,68730,60970,621,0,8765
2015-01-03 07:00,39.47,69504,63129,626,0,8876
2015-01-03 08:00,44.51,71533,65591,661,0,9421
2015-01-03 09:00,44.45,73491,66547,739,0,9969
2015-01-03 10:00,45.01,75496,68661,820,5,10370
2015-01-03 11:00,45.36,76609,69424,830,12,10635
2015-01-03 12:00,45.6,77706,70401,732,14,10847
2015-01-03 13:00,44.96,77500,71190,663,13,10751
2015-01-03 14:00,42.44,74005,66000,650,13,10511
2015-01-03 15:00,39.94,71775,62666,707,11,10423
2015-01-03 16:00,42.44,71576,61189,740,8,10425
2015-01-03 17:00,53.1,75593,62085,763,3,11213
2015-01-03 18:00,49.82,77675,67215,822,0,11655
2015-01-03 19:00,47.62,77508,68739,866,0,11377
2015-01-03 20:00,43.79,75506,66734,838,0,10857
2015-01-03 21:00,42.44,72883,64515,692,0,10412
2015-01-03 22:00,42.03,72926,62554,547,0,10280
2015-01-03 23:00,40.91,73070,67342,462,0,10745
2015-01-04 00:00,36.26,68997,66016,481,0,10281
2015-01-04 01:00,32.28,66398,61071,519,0,9250
2015-01-04 02:00,27.63,65720,60970,515,0,8642
2015-01-04 03:00,27.03,62539,57163,481,0,8379
2015-01-04 04:00,27.04,61219,54428,467,0,8112
2015-01-04 05:00,27.19,61110,53019,445,0,8033
2015-01-04 06:00,27.13,61847,53458,395,0,8082
2015-01-04 07:00,27.06,63645,54722,348,0,8058
2015-01-04 08:00,27.63,65178,56556,306,0,8422
2015-01-04 09:00,34.54,67483,57450,273,0,8910
2015-01-04 10:00,36.7,69998,60674,250,80,9584
2015-01-04 11:00,37.14,72580,62614,233,255,9994
2015-01-04 12:00,42.55,73320,64797,211,390,10369
2015-01-04 13:00,38.34,72886,67239,181,472,10305
2015-01-04 14:00,37,69971,61667,153,469,9984
2015-01-04 15:00,36.87,68075,58875,128,393,9842
2015-01-04 16:00,40,68000,57873,103,229,9755
2015-01-04 17:00,53.1,72373,59294,99,57,10500
2015-01-04 18:00,54.35,76549,65413,125,0,11070
2015-01-04 19:00,51.57,79176,70139,147,0,11044
2015-01-04 20:00,49.99,77789,70074,168,0,10728
2015-01-04 21:00,41.18,75224,68288,188,0,10273
2015-01-04 22:00,44.79,74633,65999,208,0,10172
2015-01-04 23:00,42.96,76232,69824,232,0,10388
2015-01-05 00:00,36.56,70325,67804,253,0,9747
2015-01-05 01:00,34.94,67952,62634,272,0,9560
2015-01-05 02:00,32.19,67978,63651,311,0,9086
2015-01-05 03:00,28.05,65935,60408,376,0,8783
2015-01-05 04:00,28.04,65392,58281,433,0,8654
2015-01-05 05:00,34.26,66405,60024,465,0,8873
2015-01-05 06:00,44.28,72391,63741,449,0,9796
2015-01-05 07:00,50.38,78434,71813,430,0,10609
2015-01-05 08:00,53.79,80527,77826,426,0,11037
2015-01-05 09:00,52.03,81216,78809,439,0,11304
2015-01-05 10:00,50.6,82208,79730,454,100,11458
2015-01-05 11:00,50.5,82398,79830,452,334,11587
2015-01-05 12:00,48.45,82208,80604,417,489,11632
2015-01-05 13:00,44.54,81305,80521,378,539,11622
2015-01-05 14:00,42,80346,76491,349,517,11542
2015-01-05 15:00,43.1,79679,74308,334,421,11502
2015-01-05 16:00,46.7,79516,73139,321,251,11503
2015-01-05 17:00,56.78,83024,74156,322,56,12245
2015-01-05 18:00,58.84,85228,81005,336,0,12715
2015-01-05 19:00,53.6,86750,85195,349,0,12359
2015-01-05 20:00,46.9,83202,82556,356,0,11682
2015-01-05 21:00,44.58,80126,77392,352,0,11085
2015-01-05 22:00,48.7,78798,73558,349,0,11007
2015-01-05 23:00,46.06,79855,76611,345,0,11351
2015-01-06 00:00,45.56,76676,73171,346,0,10881
2015-01-06 01:00,40.28,75079,67115,295,0,9913
2015-01-06 02:00,39.2,74401,67008,289,0,9370
2015-01-06 03:00,36.22,72354,64116,295,0,9015
2015-01-06 04:00,34.04,71382,62565,299,0,8974
2015-01-06 05:00,38.58,73337,63431,305,0,9202
2015-01-06 06:00,43.32,77570,66889,318,0,9870
2015-01-06 07:00,50,82322,75018,337,0,10537
2015-01-06 08:00,49.53,84811,81774,355,0,11214
2015-01-06 09:00,50.87,85858,81068,361,0,11583
2015-01-06 10:00,50.86,85803,80621,367,113,11868
2015-01-06 11:00,50.17,85363,79719,375,375,11919
2015-01-06 12:00,47.97,85266,79651,377,560,12003
2015-01-06 13:00,45.2,83972,79751,369,613,12044
2015-01-06 14:00,41.45,82876,76656,383,529,11966
2015-01-06 15:00,40.08,81666,74163,438,378,11942
2015-01-06 16:00,43.62,81066,74139,493,195,11862
2015-01-06 17:00,48.55,84028,74956,548,47,12478
2015-01-06 18:00,52.32,86776,80094,606,0,12785
2015-01-06 19:00,53.1,87887,83465,665,0,12428
2015-01-06 20:00,48.78,84698,80915,713,0,11818
2015-01-06 21:00,43.91,81498,75052,725,0,11212
2015-01-06 22:00,44.58,80467,72079,729,0,11075
2015-01-06 23:00,45.73,80992,75125,695,0,11432
2015-01-07 00:00,40,76880,73168,593,0,10977
2015-01-07 01:00,36.69,74358,68322,616,0,10338
2015-01-07 02:00,37.45,73306,68500,529,0,9840
2015-01-07 03:00,32.08,70805,65218,458,0,9556
2015-01-07 04:00,29.48,70104,63194,400,0,9464
2015-01-07 05:00,34.94,71954,63246,347,0,9782
2015-01-07 06:00,41.74,76768,66940,306,0,10818
2015-01-07 07:00,49.17,82733,74624,265,0,11934
2015-01-07 08:00,54.44,86577,79131,265,0,12480
2015-01-07 09:00,50.99,86620,80901,331,0,12726
2015-01-07 10:00,50,87398,81264,399,88,12885
2015-01-07 11:00,51.22,87237,79949,456,282,12873
2015-01-07 12:00,50.15,87103,81163,498,406,12796
2015-01-07 13:00,51.46,86632,80954,543,436,12818
2015-01-07 14:00,50.88,85437,78302,596,401,12656
2015-01-07 15:00,48,84146,74490,666,319,12626
2015-01-07 16:00,47.14,83023,73371,736,207,12610
2015-01-07 17:00,51.07,84537,73532,823,53,13100
2015-01-07 18:00,52.46,86737,78750,934,0,13281
2015-01-07 19:00,48.78,87361,81437,1042,0,12881
2015-01-07 20:00,47.45,84574,78673,1129,0,12290
2015-01-07 21:00,42.02,81820,73210,1183,0,11583
2015-01-07 22:00,45.57,80363,68967,1241,0,11259
2015-01-07 23:00,45.6,81362,72019,1300,0,11561
2015-01-08 00:00,43.88,78973,70173,1353,0,10823
2015-01-08 01:00,35.65,76353,67435,1341,0,10546
2015-01-08 02:00,35.87,76062,67623,1374,0,10101
2015-01-08 03:00,30.17,73532,64562,1399,0,9757
2015-01-08 04:00,24.54,73019,63116,1428,0,9698
2015-01-08 05:00,32,73017,62891,1452,0,10021
2015-01-08 06:00,40.96,78897,66366,1464,0,11007
2015-01-08 07:00,49.53,85260,74926,1471,0,12076
2015-01-08 08:00,48.07,87455,80525,1465,0,12402
2015-01-08 09:00,48.75,87699,79723,1449,0,12496
2015-01-08 10:00,49.29,88139,77856,1424,4,12550
2015-01-08 11:00,49.33,88731,76089,1400,11,12660
2015-01-08 12:00,48.43,88572,76531,1377,21,12567
2015-01-08 13:00,47.21,88118,75652,1362,31,12622
2015-01-08 14:00,51.4,86395,72924,1348,26,12512
2015-01-08 15:00,40.5,84390,70745,1271,17,12467
2015-01-08 16:00,41.1,84121,70270,1224,24,12379
2015-01-08 17:00,54.5,85971,71512,1153,11,12793
2015-01-08 18:00,51.25,87402,76209,1032,0,13285
2015-01-08 19:00,50.31,87139,78146,904,0,12891
2015-01-08 20:00,47.97,84044,74681,855,0,12261
2015-01-08 21:00,40.5,81092,69308,930,0,11655
2015-01-08 22:00,43.8,79308,64596,997,0,11613
2015-01-08 23:00,44.05,79577,68364,1037,0,11831
2015-01-09 00:00,32.28,77770,66564,1077,0,11183
2015-01-09 01:00,29.71,74821,61272,1194,0,10597
2015-01-09 02:00,28.97,74395,61065,1262,0,10149
2015-01-09 03:00,25.12,70779,57726,1342,0,9806
2015-01-09 04:00,25.46,70067,55329,1421,0,9742
2015-01-09 05:00,25.84,71372,56210,1496,0,10047
2015-01-09 06:00,31.86,76828,60703,1549,0,11017
2015-01-09 07:00,44,82623,68320,1597,0,12106
2015-01-09 08:00,45.82,85369,72907,1627,0,12453
2015-01-09 09:00,47.16,85611,72352,1650,0,12536
2015-01-09 10:00,42.52,84988,71171,1676,6,12575
2015-01-09 11:00,43,84789,70138,1679,15,12679
2015-01-09 12:00,41.01,84155,69190,1654,24,12562
2015-01-09 13:00,40,83061,69484,1628,34,12607
2015-01-09 14:00,39.94,80873,66560,1606,41,12493
2015-01-09 15:00,39.96,78821,64705,1587,41,12428
2015-01-09 16:00,39.96,78750,63080,1574,24,12269
2015-01-09 17:00,52.44,79505,63555,1554,8,12652
2015-01-09 18:00,41,82205,67970,1515,0,13073
2015-01-09 19:00,38.95,82399,69738,1518,0,12627
2015-01-09 20:00,36.51,79353,65600,1597,0,12046
2015-01-09 21:00,34.6,75975,61997,1645,0,11459
2015-01-09 22:00,31.09,74522,59037,1693,0,11640
2015-01-09 23:00,29.46,76102,61947,1723,0,12048
2015-01-10 00:00,25.88,72138,60118,1722,0,11224
2015-01-10 01:00,25.78,69129,55031,1714,0,9786
2015-01-10 02:00,25.5,68170,54804,1723,0,9272
2015-01-10 03:00,25.34,65190,51298,1719,0,8870
2015-01-10 04:00,25.24,64399,48717,1714,0,8709
2015-01-10 05:00,21.6,63504,48198,1704,0,8711
2015-01-10 06:00,11.76,63704,49871,1686,0,9018
2015-01-10 07:00,29.39,66027,51359,1648,0,9377
2015-01-10 08:00,32.32,68609,53404,1592,0,9931
2015-01-10 09:00,39.64,69644,54805,1578,0,10432
2015-01-10 10:00,47.01,71202,57654,1589,9,10778
2015-01-10 11:00,51.05,71697,58583,1595,23,10887
2015-01-10 12:00,52.58,72874,59978,1601,34,11009
2015-01-10 13:00,48.61,71902,61741,1638,35,10803
2015-01-10 14:00,35.76,69184,57222,1688,27,10548
2015-01-10 15:00,36.17,67980,54489,1695,17,10425
2015-01-10 16:00,39.94,67398,53805,1675,10,10403
2015-01-10 17:00,47.04,68500,54842,1611,4,11059
2015-01-10 18:00,59.94,72619,60768,1475,0,11355
2015-01-10 19:00,42,73774,62895,1335,0,11033
2015-01-10 20:00,35.42,71688,59974,1221,0,10548
2015-01-10 21:00,35,68970,56944,1155,0,10093
2015-01-10 22:00,34.96,67991,54454,1093,0,9884
2015-01-10 23:00,32.91,69798,59042,1063,0,10303
2015-01-11 00:00,26.95,68178,58219,1078,0,9876
2015-01-11 01:00,24.22,66169,54139,1252,0,9392
2015-01-11 02:00,27.08,64295,53845,1276,0,8928
2015-01-11 03:00,23.44,61598,49989,1311,0,8614
2015-01-11 04:00,23.56,59503,47569,1347,0,8360
2015-01-11 05:00,23.91,60685,46411,1390,0,8360
2015-01-11 06:00,23.9,61697,47103,1445,0,8501
2015-01-11 07:00,17.21,62933,48283,1502,0,8627
2015-01-11 08:00,25.08,64412,49770,1536,0,8988
2015-01-11 09:00,25.96,67078,50656,1536,1,9479
2015-01-11 10:00,28.83,69335,54161,1552,111,9964
2015-01-11 11:00,32.43,71487,56690,1585,361,10298
2015-01-11 12:00,31.8,72884,59336,1593,533,10572
2015-01-11 13:00,31,72253,62078,1599,630,10429
2015-01-11 14:00,31,68555,56835,1585,605,9981
2015-01-11 15:00,31,66995,54342,1540,524,9914
2015-01-11 16:00,30,66199,53529,1493,308,9857
2015-01-11 17:00,45,68149,55300,1462,89,10481
2015-01-11 18:00,50,72548,61972,1463,0,10938
2015-01-11 19:00,42,75825,65903,1470,0,10910
2015-01-11 20:00,36.08,74925,64433,1491,0,10634
2015-01-11 21:00,34.06,73199,62270,1520,0,10143
2015-01-11 22:00,33,73304,59840,1550,0,9868
2015-01-11 23:00,32.19,73950,63551,1571,0,10137
2015-01-12 00:00,27.59,70627,62232,1580,0,9735
2015-01-12 01:00,26.81,68860,58184,1508,0,9372
2015-01-12 02:00,25.75,68005,58926,1515,0,9020
2015-01-12 03:00,25.77,66338,55448,1522,0,8787
2015-01-12 04:00,19.91,66124,53366,1528,0,8894
2015-01-12 05:00,19.84,67889,54716,1546,0,9361
2015-01-12 06:00,33.98,73473,58914,1583,0,10400
2015-01-12 07:00,45.51,80114,66915,1619,0,11271
2015-01-12 08:00,48.06,83132,72292,1643,0,11659
2015-01-12 09:00,46.2,84036,72511,1661,0,11932
2015-01-12 10:00,45,84311,72780,1663,19,12202
2015-01-12 11:00,45.38,84248,72547,1646,50,12302
2015-01-12 12:00,42.49,84443,72998,1636,67,12323
2015-01-12 13:00,41.53,83466,73468,1634,69,12285
2015-01-12 14:00,39,81064,69718,1639,60,12251
2015-01-12 15:00,39,79103,67472,1655,45,12181
2015-01-12 16:00,39.94,78243,66191,1649,30,12156
2015-01-12 17:00,48,80172,67458,1678,11,12529
2015-01-12 18:00,47.89,83334,73221,1671,0,13094
2015-01-12 19:00,48.42,84843,76878,1661,0,12676
2015-01-12 20:00,41.89,81496,73505,1655,0,12128
2015-01-12 21:00,37.88,78860,68538,1658,0,11505
2015-01-12 22:00,37.44,78136,64749,1657,0,11093
2015-01-12 23:00,35,78483,67784,1659,0,11172
2015-01-13 00:00,33.04,76288,65066,1670,0,10466
2015-01-13 01:00,26.56,73871,60518,1691,0,9563
2015-01-13 02:00,26.29,73732,60474,1694,0,9079
2015-01-13 03:00,25.04,72168,57222,1694,0,8813
2015-01-13 04:00,24.99,71151,55396,1683,0,8740
2015-01-13 05:00,25.39,72160,56329,1654,0,9028
2015-01-13 06:00,33.78,77458,59907,1611,0,10186
2015-01-13 07:00,44.94,83167,68283,1589,0,11310
2015-01-13 08:00,49.04,85231,74214,1581,0,11884
2015-01-13 09:00,49.64,85360,73594,1528,1,11961
2015-01-13 10:00,55.95,85086,73168,1482,63,12036
2015-01-13 11:00,60.01,84885,72471,1474,176,12099
2015-01-13 12:00,46.04,84747,72582,1472,200,12112
2015-01-13 13:00,49.74,83588,73107,1449,143,12153
2015-01-13 14:00,44.89,81760,69949,1389,78,12076
2015-01-13 15:00,47.93,80092,67572,1288,47,12051
2015-01-13 16:00,46.98,80302,67183,1192,32,12073
2015-01-13 17:00,54.94,81843,68216,1119,13,12679
2015-01-13 18:00,49.22,84444,73024,1123,0,13007
2015-01-13 19:00,46.38,84257,76033,1130,0,12582
2015-01-13 20:00,42.44,81823,73181,1172,0,11958
2015-01-13 21:00,34.06,78283,67791,1277,0,11265
2015-01-13 22:00,33.97,76802,64761,1378,0,10980
2015-01-13 23:00,31.39,77386,67737,1445,0,11247
2015-01-14 00:00,34.58,76224,66028,1462,0,10517
2015-01-14 01:00,29.67,73748,60860,1388,0,10236
2015-01-14 02:00,27.49,73453,60990,1403,0,9757
2015-01-14 03:00,26.13,70169,57768,1410,0,9493
2015-01-14 04:00,25.98,69694,55854,1420,0,9422
2015-01-14 05:00,28.45,71503,56316,1417,0,9707
2015-01-14 06:00,34.78,76557,60643,1393,0,10690
2015-01-14 07:00,48,82374,68882,1364,0,11837
2015-01-14 08:00,47.79,84719,73987,1357,0,12572
2015-01-14 09:00,48.14,84732,74841,1382,1,12725
2015-01-14 10:00,45.5,84921,74476,1410,57,12812
2015-01-14 11:00,45.03,85000,73686,1435,141,12791
2015-01-14 12:00,45.5,84993,74395,1451,205,12700
2015-01-14 13:00,40.81,83856,74639,1448,283,12725
2015-01-14 14:00,42.04,81818,71756,1398,383,12549
2015-01-14 15:00,38.94,80409,68830,1271,434,12526
2015-01-14 16:00,41.15,79711,67678,1134,302,12509
2015-01-14 17:00,50,81869,68793,1040,112,12915
2015-01-14 18:00,50.99,84416,74090,1066,0,13158
2015-01-14 19:00,50.94,85435,76771,1122,0,12720
2015-01-14 20:00,44.99,82222,73363,1180,0,12130
2015-01-14 21:00,38.62,79531,68501,1273,0,11422
2015-01-14 22:00,39.54,78367,64756,1365,0,11126
2015-01-14 23:00,38.92,79113,67783,1449,0,11375
2015-01-15 00:00,30.44,76707,65816,1495,0,10734
2015-01-15 01:00,24.91,74055,61939,1500,0,10167
2015-01-15 02:00,25.49,73538,62011,1488,0,9664
2015-01-15 03:00,25.43,71057,58712,1470,0,9440
2015-01-15 04:00,25.47,69794,57027,1455,0,9392
2015-01-15 05:00,19.07,71501,57176,1441,0,9676
2015-01-15 06:00,32.33,76850,61161,1434,0,10600
2015-01-15 07:00,50.66,83093,69260,1428,0,11672
2015-01-15 08:00,49.01,85744,74683,1444,0,12314
2015-01-15 09:00,51.64,85075,74040,1497,0,12383
2015-01-15 10:00,51.1,85452,72996,1550,13,12476
2015-01-15 11:00,55.96,85464,72319,1594,32,12547
2015-01-15 12:00,51.68,85045,72694,1649,44,12487
2015-01-15 13:00,55.28,83759,72460,1710,44,12491
2015-01-15 14:00,55.12,82335,68883,1701,41,12391
2015-01-15 15:00,52.67,80259,67167,1684,33,12266
2015-01-15 16:00,44.94,80142,66142,1664,23,12284
2015-01-15 17:00,66.1,81790,67929,1626,9,12601
2015-01-15 18:00,50.45,85291,73285,1565,0,12910
2015-01-15 19:00,49.47,86145,75636,1506,0,12501
2015-01-15 20:00,42.98,82775,71861,1447,0,11974
2015-01-15 21:00,38,78981,66924,1399,0,11349
2015-01-15 22:00,35.65,77795,62759,1357,0,11054
2015-01-15 23:00,34.75,78259,66300,1327,0,11327
2015-01-16 00:00,35.95,72902,64277,1319,0,10689
2015-01-16 01:00,30.86,70093,59065,1390,0,10035
2015-01-16 02:00,29.47,69655,59062,1382,0,9564
2015-01-16 03:00,24.8,67890,55770,1359,0,9308
2015-01-16 04:00,25.4,66954,53872,1322,0,9218
2015-01-16 05:00,29.58,67828,54786,1270,0,9550
2015-01-16 06:00,39.73,72311,59429,1184,0,10459
2015-01-16 07:00,49.49,79168,66439,1082,0,11491
2015-01-16 08:00,50.71,82673,72131,967,0,12241
2015-01-16 09:00,48.98,82806,71513,864,2,12293
2015-01-16 10:00,50.54,82862,71730,778,97,12405
2015-01-16 11:00,49.76,83158,72056,721,301,12462
2015-01-16 12:00,48.43,83382,71897,700,438,12431
2015-01-16 13:00,46.17,83274,71998,660,485,12300
2015-01-16 14:00,44.99,82017,69104,607,457,12093
2015-01-16 15:00,44.05,81774,67409,518,386,11813
2015-01-16 16:00,47.1,82538,65976,434,248,11823
2015-01-16 17:00,52.49,84294,67884,388,82,12062
2015-01-16 18:00,53.54,86415,73099,401,1,12395
2015-01-16 19:00,48.02,84907,75405,418,0,11921
2015-01-16 20:00,41.51,81905,71090,419,0,11432
2015-01-16 21:00,38.66,78581,67402,385,0,10912
2015-01-16 22:00,40.64,77544,64339,347,0,10796
2015-01-16 23:00,43.18,78083,67721,304,0,11174
2015-01-17 00:00,36.54,74208,65930,250,0,10622
2015-01-17 01:00,33.17,71146,60935,369,0,10124
2015-01-17 02:00,32.26,70543,60917,353,0,9554
2015-01-17 03:00,27.92,68578,57735,372,0,9260
2015-01-17 04:00,27.05,68251,55521,384,0,8949
2015-01-17 05:00,27.24,69072,55437,399,0,8965
2015-01-17 06:00,27.41,69526,57790,402,0,9206
2015-01-17 07:00,33.17,71683,59998,407,0,9512
2015-01-17 08:00,41.99,74445,63310,408,0,10126
2015-01-17 09:00,47.44,76639,64922,391,5,10614
2015-01-17 10:00,46.57,77955,67744,403,178,11064
2015-01-17 11:00,43.39,77818,68089,423,566,11195
2015-01-17 12:00,43,77648,68985,440,876,11371
2015-01-17 13:00,38.08,77174,70075,432,1058,11144
2015-01-17 14:00,34.5,74774,65398,475,1039,10909
2015-01-17 15:00,33,72800,62714,567,853,10793
2015-01-17 16:00,33.84,73448,61289,644,523,10703
2015-01-17 17:00,42.44,75594,63188,736,183,11186
2015-01-17 18:00,45.84,77747,69977,853,2,11638
2015-01-17 19:00,46.43,79093,72563,972,0,11360
2015-01-17 20:00,39.96,77220,69620,1054,0,10928
2015-01-17 21:00,32.6,74404,66586,1082,0,10622
2015-01-17 22:00,37.78,74394,63910,1096,0,10483
2015-01-17 23:00,37.78,76258,68783,1072,0,10658
2015-01-18 00:00,36.24,74767,67841,1000,0,10405
2015-01-18 01:00,33.8,72060,63992,1000,0,9877
2015-01-18 02:00,28.75,71574,63700,997,0,9439
2015-01-18 03:00,27.57,69075,60203,980,0,9063
2015-01-18 04:00,24.34,69013,57661,955,0,8975
2015-01-18 05:00,25.68,69637,56726,932,0,8853
2015-01-18 06:00,28.79,70186,57588,925,0,8936
2015-01-18 07:00,31.41,71070,59206,934,0,8977
2015-01-18 08:00,33,72715,61037,948,0,9273
2015-01-18 09:00,37.23,74185,61860,943,3,9794
2015-01-18 10:00,39.07,76412,64644,919,59,10240
2015-01-18 11:00,42.44,76971,66134,871,146,10536
2015-01-18 12:00,43.33,77467,67379,811,205,10842
2015-01-18 13:00,38.25,76914,68867,739,274,10719
2015-01-18 14:00,36.85,73656,63150,660,315,10283
2015-01-18 15:00,36.85,71488,60501,577,284,10194
2015-01-18 16:00,38,71272,59004,478,188,10103
2015-01-18 17:00,50,73391,61008,431,70,10674
2015-01-18 18:00,53.67,77314,66710,437,1,11292
2015-01-18 19:00,51.02,79424,70715,409,0,11272
2015-01-18 20:00,50.62,78250,69422,388,0,11023
2015-01-18 21:00,42.44,76504,67410,378,0,10550
2015-01-18 22:00,44.94,76786,64493,356,0,10305
2015-01-18 23:00,42.51,77184,68467,327,0,10655
2015-01-19 00:00,38.24,73442,66938,264,0,10094
2015-01-19 01:00,34.9,71145,64533,149,0,9481
2015-01-19 02:00,33.04,70967,65316,109,0,9161
2015-01-19 03:00,29.53,70268,62249,113,0,8963
2015-01-19 04:00,28.07,70455,60217,119,0,8965
2015-01-19 05:00,31.17,71694,61577,130,0,9330
2015-01-19 06:00,42.87,77645,66204,138,0,10326
2015-01-19 07:00,52.07,83278,74151,120,0,11469
2015-01-19 08:00,56.49,86688,80339,111,0,12085
2015-01-19 09:00,52.38,86674,80908,95,3,12284
2015-01-19 10:00,52.34,86580,82020,80,70,12425
2015-01-19 11:00,50.68,86526,81959,70,206,12491
2015-01-19 12:00,49.31,86091,82571,61,342,12497
2015-01-19 13:00,48.84,86147,82561,64,450,12463
2015-01-19 14:00,47.72,85514,79384,71,469,12350
2015-01-19 15:00,47.43,83904,77344,47,396,12314
2015-01-19 16:00,48.19,84087,76269,51,238,12235
2015-01-19 17:00,52.16,84991,77502,72,103,12603
2015-01-19 18:00,64.7,86997,82145,70,3,13160
2015-01-19 19:00,54.91,87741,85657,77,0,12839
2015-01-19 20:00,51.04,85124,82184,90,0,12147
2015-01-19 21:00,44.36,81350,77309,85,0,11467
2015-01-19 22:00,49.5,80003,73045,83,0,11191
2015-01-19 23:00,49.86,80208,76514,73,0,11355
2015-01-20 00:00,43.02,78120,73727,66,0,10740
2015-01-20 01:00,41.33,75982,69229,68,0,10072
2015-01-20 02:00,42.02,75964,70033,27,0,9753
2015-01-20 03:00,36.28,74493,66997,19,0,9332
2015-01-20 04:00,33.41,73635,65185,19,0,9338
2015-01-20 05:00,38.71,75513,66262,13,0,9624
2015-01-20 06:00,44.67,80310,70313,11,0,10672
2015-01-20 07:00,53.39,85335,77650,11,0,11774
2015-01-20 08:00,58.88,87805,83706,14,0,12486
2015-01-20 09:00,58.8,88302,83839,19,5,12521
2015-01-20 10:00,57.34,88722,84452,26,101,12650
2015-01-20 11:00,57.46,88801,84059,34,316,12838
2015-01-20 12:00,53.53,88241,84161,44,517,12796
2015-01-20 13:00,52.93,87433,83951,57,654,12734
2015-01-20 14:00,52.38,86572,80634,63,670,12638
2015-01-20 15:00,52.1,85728,78091,66,572,12556
2015-01-20 16:00,51.04,85950,77357,70,354,12479
2015-01-20 17:00,58.55,87248,78141,83,146,12769
2015-01-20 18:00,66.65,88542,82630,116,5,13327
2015-01-20 19:00,56.02,88713,86166,152,0,12888
2015-01-20 20:00,50.09,86481,83188,195,0,12331
2015-01-20 21:00,42.73,83378,78182,238,0,11680
2015-01-20 22:00,46.75,81899,74713,281,0,11384
2015-01-20 23:00,45.53,82080,78115,337,0,11720
2015-01-21 00:00,44.8,79237,76133,409,0,11256
2015-01-21 01:00,44.15,78198,71539,287,0,10718
2015-01-21 02:00,44.15,77219,72826,333,0,10298
2015-01-21 03:00,38.99,75633,69656,398,0,10052
2015-01-21 04:00,37.68,74561,67545,461,0,10018
2015-01-21 05:00,39.52,75865,68057,513,0,10190
2015-01-21 06:00,44.78,79864,72028,549,0,11075
2015-01-21 07:00,54.12,85178,79098,588,0,12141
2015-01-21 08:00,58.39,87674,83848,608,0,13096
2015-01-21 09:00,61.72,87855,84898,596,8,13218
2015-01-21 10:00,61.34,88334,85423,579,155,13236
