Date,Price,BE Wind,BE Solar,CH Price,DE Wind,DE Solar
2018-01-01 00:00:00,4.74,2253,0,31.08,31876.25,0.0
2018-01-01 01:00:00,3.66,2247,0,29.17,34320.0,0.0
2018-01-01 02:00:00,1.26,2220,0,21.96,35528.5,0.0
2018-01-01 03:00:00,-20.1,2174,0,14.96,36443.0,0.0
2018-01-01 04:00:00,-31.82,2123,0,-5.92,37090.0,0.0
2018-01-01 05:00:00,-28.66,2086,0,-6.1,37635.25,0.0
2018-01-01 06:00:00,-13.71,2052,0,-10.02,37854.25,0.0
2018-01-01 07:00:00,-19.33,2019,1,-5.71,37842.0,213.25
2018-01-01 08:00:00,-15.78,1999,35,-1.88,37700.0,1786.75
2018-01-01 09:00:00,-12.05,1962,115,-10.48,37551.0,3970.25
2018-01-01 10:00:00,-0.42,1886,183,-6.79,37268.75,5554.0
2018-01-01 11:00:00,2.3,1727,205,8.57,36342.25,6040.0
2018-01-01 12:00:00,2.3,1481,165,8.53,34355.75,5400.0
2018-01-01 13:00:00,13.76,1239,101,8.52,30887.5,3753.0
2018-01-01 14:00:00,15.43,1042,48,8.6,26778.25,1432.0
2018-01-01 15:00:00,25.46,887,7,16.98,23508.0,82.5
2018-01-01 16:00:00,32.7,945,0,37.43,21681.75,0.0
2018-01-01 17:00:00,32.7,1214,0,41.19,20543.0,0.0
2018-01-01 18:00:00,23.42,1412,0,44.61,19390.25,0.0
2018-01-01 19:00:00,20.34,1549,0,40.67,17990.75,0.0
2018-01-01 20:00:00,21.95,1697,0,39.42,16785.0,0.0
2018-01-01 21:00:00,23.52,1785,0,36.06,16091.5,0.0
2018-01-01 22:00:00,16.35,1797,0,32.98,16122.0,0.0
2018-01-01 23:00:00,13.02,1745,0,36.39,15016.25,0.0
2018-01-02 00:00:00,8.45,1789,0,36.54,14854.75,0.0
2018-01-02 01:00:00,5.09,1823,0,30.97,14839.75,0.0
2018-01-02 02:00:00,1.64,1828,0,19.98,14843.0,0.0
2018-01-02 03:00:00,1.41,1781,0,21.6,14865.25,0.0
2018-01-02 04:00:00,8.36,1667,0,38.4,15121.0,0.0
2018-01-02 05:00:00,22.58,1496,0,41.04,15522.0,0.0
2018-01-02 06:00:00,41.92,1285,0,44.92,15713.5,0.0
2018-01-02 07:00:00,47.95,1063,1,49.05,15564.75,109.0
2018-01-02 08:00:00,49.9,903,61,51.26,15311.25,885.25
2018-01-02 09:00:00,50.0,845,203,51.22,15373.75,2093.25
2018-01-02 10:00:00,49.7,835,295,49.04,16152.5,3037.25
2018-01-02 11:00:00,48.16,839,306,48.1,17041.75,3418.5
2018-01-02 12:00:00,47.24,889,259,47.02,17320.25,3101.25
2018-01-02 13:00:00,46.1,1035,186,46.06,16885.75,2115.25
2018-01-02 14:00:00,43.86,1264,94,50.29,16245.25,791.25
2018-01-02 15:00:00,43.64,1500,13,52.57,16110.5,54.5
2018-01-02 16:00:00,47.37,1720,0,58.37,16873.75,0.0
2018-01-02 17:00:00,46.08,1895,0,57.79,17907.5,0.0
2018-01-02 18:00:00,41.08,1975,0,57.36,19001.25,0.0
2018-01-02 19:00:00,34.94,1978,0,53.24,20235.25,0.0
2018-01-02 20:00:00,25.46,1969,0,50.94,21515.25,0.0
2018-01-02 21:00:00,24.71,1979,0,47.1,22896.5,0.0
2018-01-02 22:00:00,19.89,2025,0,42.92,24481.25,0.0
2018-01-02 23:00:00,15.13,2122,0,34.3,27396.0,0.0
2018-01-03 00:00:00,9.25,2181,0,29.04,29079.5,0.0
2018-01-03 01:00:00,8.55,2211,0,25.54,30772.0,0.0
2018-01-03 02:00:00,5.64,2203,0,23.43,32525.25,0.0
2018-01-03 03:00:00,4.11,2150,0,30.76,34088.0,0.0
2018-01-03 04:00:00,7.37,2100,0,36.42,35329.0,0.0
2018-01-03 05:00:00,14.89,2058,0,45.55,36516.0,0.0
2018-01-03 06:00:00,25.73,2017,0,55.03,36822.75,0.0
2018-01-03 07:00:00,29.59,2013,1,58.75,36656.25,63.75
2018-01-03 08:00:00,29.21,2019,66,58.25,37343.25,563.25
2018-01-03 09:00:00,30.0,2004,211,57.94,37944.25,1464.25
2018-01-03 10:00:00,30.0,1982,306,56.81,38117.75,2254.75
2018-01-03 11:00:00,26.39,1973,324,53.27,38364.0,2699.5
2018-01-03 12:00:00,30.0,1982,307,52.93,38271.0,2589.5
2018-01-03 13:00:00,30.0,2012,236,54.47,38274.5,1871.0
2018-01-03 14:00:00,32.87,2057,123,56.2,38600.0,733.5
2018-01-03 15:00:00,37.5,2085,19,57.5,39005.5,56.5
2018-01-03 16:00:00,34.55,2088,0,58.06,39386.5,0.0
2018-01-03 17:00:00,36.67,2092,0,58.06,39805.5,0.0
2018-01-03 18:00:00,26.27,2097,0,58.05,40089.0,0.0
2018-01-03 19:00:00,27.32,2109,0,52.94,40039.0,0.0
2018-01-03 20:00:00,21.23,2120,0,48.36,39818.75,0.0
2018-01-03 21:00:00,20.22,2105,0,45.51,39442.5,0.0
2018-01-03 22:00:00,20.95,2068,0,41.03,38862.0,0.0
2018-01-03 23:00:00,19.0,1995,0,38.27,40647.25,0.0
2018-01-04 00:00:00,9.2,1927,0,31.06,39696.75,0.0
2018-01-04 01:00:00,8.66,1822,0,24.94,38710.25,0.0
2018-01-04 02:00:00,7.7,1675,0,23.67,37457.0,0.0
2018-01-04 03:00:00,9.8,1493,0,28.08,35839.25,0.0
2018-01-04 04:00:00,14.69,1231,0,39.21,33866.5,0.0
2018-01-04 05:00:00,24.24,916,0,46.97,31651.25,0.0
2018-01-04 06:00:00,33.59,649,0,56.38,28957.75,0.0
2018-01-04 07:00:00,40.45,494,0,57.5,26110.75,70.0
2018-01-04 08:00:00,41.97,431,9,57.55,23524.25,514.0
2018-01-04 09:00:00,44.91,448,26,56.69,21233.75,1163.25
2018-01-04 10:00:00,49.54,631,43,54.92,19128.25,1583.0
2018-01-04 11:00:00,46.04,918,65,53.21,17160.75,1624.25
2018-01-04 12:00:00,51.34,1240,87,52.32,15396.0,1340.5
2018-01-04 13:00:00,51.68,1626,83,54.2,14113.0,814.25
2018-01-04 14:00:00,53.52,1955,43,55.97,13058.0,268.75
2018-01-04 15:00:00,53.18,2097,8,56.61,12835.75,18.75
2018-01-04 16:00:00,53.08,2135,0,54.9,13395.5,0.0
2018-01-04 17:00:00,49.96,2158,0,54.46,14341.75,0.0
2018-01-04 18:00:00,46.73,2176,0,54.15,15350.0,0.0
2018-01-04 19:00:00,41.57,2184,0,54.5,16707.25,0.0
2018-01-04 20:00:00,37.09,2171,0,52.1,18511.0,0.0
2018-01-04 21:00:00,33.92,2137,0,47.66,20325.75,0.0
2018-01-04 22:00:00,31.5,2074,0,44.03,22350.0,0.0
2018-01-04 23:00:00,16.83,1926,0,36.66,33784.0,0.0
2018-01-05 00:00:00,11.73,1815,0,30.0,35159.0,0.0
2018-01-05 01:00:00,6.86,1607,0,23.98,35501.0,0.0
2018-01-05 02:00:00,0.55,1428,0,23.1,35054.0,0.0
2018-01-05 03:00:00,13.91,1401,0,25.28,34140.5,0.0
2018-01-05 04:00:00,17.2,1479,0,36.51,32962.75,0.0
2018-01-05 05:00:00,25.8,1554,0,42.47,31505.75,0.0
2018-01-05 06:00:00,35.65,1487,0,50.82,29950.75,0.0
2018-01-05 07:00:00,39.0,1457,1,54.31,28113.75,107.75
2018-01-05 08:00:00,37.4,1490,47,54.37,26364.0,837.5
2018-01-05 09:00:00,39.23,1495,155,53.68,24776.25,1927.0
2018-01-05 10:00:00,39.4,1489,246,53.1,23138.0,2626.75
2018-01-05 11:00:00,41.69,1454,301,51.83,21456.75,2709.0
2018-01-05 12:00:00,47.0,1346,284,49.99,19807.0,2315.75
2018-01-05 13:00:00,44.08,1207,218,50.15,17798.5,1473.0
2018-01-05 14:00:00,47.1,1090,116,52.03,15639.5,540.75
2018-01-05 15:00:00,47.77,955,19,52.91,14182.5,40.25
2018-01-05 16:00:00,56.35,857,0,54.25,13528.0,0.0
2018-01-05 17:00:00,57.42,827,0,52.62,13341.25,0.0
2018-01-05 18:00:00,53.99,828,0,50.03,13192.25,0.0
2018-01-05 19:00:00,42.36,810,0,43.0,12893.75,0.0
2018-01-05 20:00:00,39.9,754,0,39.99,12583.75,0.0
2018-01-05 21:00:00,39.97,675,0,43.11,12212.5,0.0
2018-01-05 22:00:00,36.27,596,0,39.49,11523.25,0.0
2018-01-05 23:00:00,29.45,889,0,35.2,12335.0,0.0
2018-01-06 00:00:00,28.55,730,0,29.26,12385.25,0.0
2018-01-06 01:00:00,28.18,586,0,24.32,12176.75,0.0
2018-01-06 02:00:00,29.66,477,0,22.68,11636.5,0.0
2018-01-06 03:00:00,30.31,380,0,22.47,11038.0,0.0
2018-01-06 04:00:00,30.23,299,0,29.31,10476.0,0.0
2018-01-06 05:00:00,30.0,231,0,35.16,9794.5,0.0
2018-01-06 06:00:00,31.36,175,0,35.36,9081.25,0.0
2018-01-06 07:00:00,34.19,134,1,36.75,8432.5,218.0
2018-01-06 08:00:00,41.11,108,40,38.01,7613.25,1631.75
2018-01-06 09:00:00,44.0,91,130,38.09,6603.5,3637.25
2018-01-06 10:00:00,43.74,83,200,39.02,5668.0,5119.0
2018-01-06 11:00:00,44.43,93,218,39.07,4956.5,5485.5
2018-01-06 12:00:00,42.9,127,201,39.05,4452.0,4774.0
2018-01-06 13:00:00,38.7,197,152,38.28,4139.25,3234.0
2018-01-06 14:00:00,37.4,326,77,38.35,4020.5,1326.0
2018-01-06 15:00:00,43.66,506,13,39.71,4237.0,114.5
2018-01-06 16:00:00,47.0,692,0,46.93,4787.5,0.0
2018-01-06 17:00:00,49.98,867,0,51.9,5503.25,0.0
2018-01-06 18:00:00,45.9,1010,0,51.84,6276.25,0.0
2018-01-06 19:00:00,40.9,1116,0,48.35,7017.5,0.0
2018-01-06 20:00:00,33.69,1209,0,45.18,7770.75,0.0
2018-01-06 21:00:00,36.26,1289,0,45.36,8549.25,0.0
2018-01-06 22:00:00,29.03,1344,0,38.03,9438.0,0.0
2018-01-06 23:00:00,21.87,1337,0,25.05,11235.75,0.0
2018-01-07 00:00:00,15.98,1411,0,17.89,11944.0,0.0
2018-01-07 01:00:00,15.99,1496,0,17.39,12633.25,0.0
2018-01-07 02:00:00,14.0,1586,0,14.43,13088.25,0.0
2018-01-07 03:00:00,12.51,1662,0,14.45,13433.5,0.0
2018-01-07 04:00:00,13.21,1723,0,31.15,13664.0,0.0
2018-01-07 05:00:00,12.17,1773,0,30.85,13820.25,0.0
2018-01-07 06:00:00,13.02,1809,0,16.5,13953.75,0.0
2018-01-07 07:00:00,17.52,1837,1,25.14,14064.75,145.75
2018-01-07 08:00:00,19.58,1859,48,23.91,14156.75,1255.25
2018-01-07 09:00:00,22.14,1873,150,22.54,14043.75,3022.75
2018-01-07 10:00:00,28.44,1878,241,24.15,13899.0,4400.5
2018-01-07 11:00:00,29.52,1875,302,23.69,13835.25,4887.5
2018-01-07 12:00:00,27.08,1869,296,23.02,13855.25,4414.75
2018-01-07 13:00:00,20.32,1860,236,20.66,13981.25,3102.25
2018-01-07 14:00:00,21.2,1858,126,20.3,14216.25,1268.5
2018-01-07 15:00:00,27.4,1860,22,24.15,14706.0,103.25
2018-01-07 16:00:00,33.59,1867,0,32.27,15308.75,0.0
2018-01-07 17:00:00,34.34,1875,0,46.39,15895.25,0.0
2018-01-07 18:00:00,32.33,1875,0,46.92,16304.25,0.0
2018-01-07 19:00:00,31.44,1868,0,45.45,16417.25,0.0
2018-01-07 20:00:00,28.94,1854,0,42.58,16394.75,0.0
2018-01-07 21:00:00,29.69,1835,0,45.05,16333.0,0.0
2018-01-07 22:00:00,27.01,1816,0,33.3,16289.75,0.0
2018-01-07 23:00:00,18.91,1736,0,21.95,16512.0,0.0
2018-01-08 00:00:00,15.15,1708,0,19.67,16692.25,0.0
2018-01-08 01:00:00,15.11,1682,0,19.63,17036.5,0.0
2018-01-08 02:00:00,13.42,1652,0,19.3,17334.0,0.0
2018-01-08 03:00:00,12.91,1622,0,26.67,17705.5,0.0
2018-01-08 04:00:00,17.1,1594,0,31.38,18148.75,0.0
2018-01-08 05:00:00,30.03,1565,0,46.38,18538.0,0.0
2018-01-08 06:00:00,42.93,1534,0,54.98,18829.0,0.0
2018-01-08 07:00:00,44.95,1500,2,55.18,19260.75,252.0
2018-01-08 08:00:00,46.2,1467,102,55.18,19711.75,2190.5
2018-01-08 09:00:00,50.0,1428,280,55.87,19866.25,4974.75
2018-01-08 10:00:00,59.53,1373,431,55.14,19682.5,7017.25
2018-01-08 11:00:00,43.8,1313,522,55.04,19652.75,7791.75
2018-01-08 12:00:00,44.0,1277,524,55.08,20328.25,7196.75
2018-01-08 13:00:00,46.61,1265,423,55.02,21725.75,5193.75
2018-01-08 14:00:00,40.97,1262,235,55.96,23644.75,2250.0
2018-01-08 15:00:00,53.89,1271,48,55.48,25670.5,180.25
2018-01-08 16:00:00,64.93,1293,0,55.74,27388.5,0.0
2018-01-08 17:00:00,70.0,1297,0,55.93,28491.0,0.0
2018-01-08 18:00:00,50.0,1265,0,55.9,29116.75,0.0
2018-01-08 19:00:00,50.0,1220,0,55.72,29481.25,0.0
2018-01-08 20:00:00,40.7,1161,0,53.46,29659.25,0.0
2018-01-08 21:00:00,50.0,1089,0,50.48,29785.75,0.0
2018-01-08 22:00:00,45.19,1018,0,46.29,29958.25,0.0
2018-01-08 23:00:00,56.13,811,0,41.33,29102.25,0.0
2018-01-09 00:00:00,36.5,790,0,36.93,28876.5,0.0
2018-01-09 01:00:00,34.2,762,0,31.64,29030.5,0.0
2018-01-09 02:00:00,31.75,718,0,30.42,29121.25,0.0
2018-01-09 03:00:00,28.49,648,0,31.02,29140.25,0.0
2018-01-09 04:00:00,36.5,559,0,39.03,29071.75,0.0
2018-01-09 05:00:00,47.2,465,0,50.08,28967.75,0.0
2018-01-09 06:00:00,75.75,382,0,54.09,28572.5,0.0
2018-01-09 07:00:00,55.0,316,2,56.08,27889.25,227.0
2018-01-09 08:00:00,60.84,268,106,56.13,26866.0,1782.5
2018-01-09 09:00:00,68.03,221,290,55.94,25593.25,4045.25
2018-01-09 10:00:00,64.51,197,434,56.08,24088.5,5737.0
2018-01-09 11:00:00,58.93,211,493,53.87,22351.25,6175.0
2018-01-09 12:00:00,61.78,233,473,53.3,21025.25,5497.0
2018-01-09 13:00:00,55.53,271,387,54.44,20167.25,3915.25
2018-01-09 14:00:00,48.03,327,232,54.57,19547.0,1702.25
2018-01-09 15:00:00,50.26,391,45,54.56,19204.0,160.5
2018-01-09 16:00:00,64.32,481,0,54.75,18984.25,0.0
2018-01-09 17:00:00,50.94,586,0,53.89,18522.5,0.0
2018-01-09 18:00:00,48.94,694,0,52.48,17711.75,0.0
2018-01-09 19:00:00,46.05,812,0,50.51,16674.5,0.0
2018-01-09 20:00:00,42.91,885,0,52.01,15660.25,0.0
2018-01-09 21:00:00,39.36,885,0,49.13,14561.0,0.0
2018-01-09 22:00:00,39.6,881,0,44.04,13442.25,0.0
2018-01-09 23:00:00,32.27,897,0,40.08,11378.75,0.0
2018-01-10 00:00:00,29.08,909,0,38.3,10544.75,0.0
2018-01-10 01:00:00,28.37,935,0,36.37,9910.75,0.0
2018-01-10 02:00:00,29.38,980,0,35.55,9306.75,0.0
2018-01-10 03:00:00,33.42,1038,0,35.76,8848.25,0.0
2018-01-10 04:00:00,31.27,1100,0,39.46,8686.25,0.0
2018-01-10 05:00:00,34.87,1155,0,49.51,8632.25,0.0
2018-01-10 06:00:00,45.09,1185,0,52.15,8680.0,0.0
2018-01-10 07:00:00,49.38,1180,1,52.02,8702.0,327.0
2018-01-10 08:00:00,49.29,1181,43,50.81,8541.0,2266.25
2018-01-10 09:00:00,48.95,1177,124,50.6,8024.0,4806.0
2018-01-10 10:00:00,52.49,1122,206,51.53,7181.25,6666.25
2018-01-10 11:00:00,48.28,1024,218,50.75,6374.25,7231.5
2018-01-10 12:00:00,45.45,880,199,49.92,5726.5,6527.0
2018-01-10 13:00:00,47.1,730,159,49.61,5312.5,4694.0
2018-01-10 14:00:00,47.98,623,91,50.96,5218.5,2094.25
2018-01-10 15:00:00,48.9,546,20,52.43,5479.5,208.0
2018-01-10 16:00:00,51.9,485,0,55.02,6014.0,0.0
2018-01-10 17:00:00,52.69,446,0,55.3,6507.5,0.0
2018-01-10 18:00:00,49.1,412,0,52.95,6703.0,0.0
2018-01-10 19:00:00,44.0,370,0,50.1,6376.0,0.0
2018-01-10 20:00:00,36.99,324,0,44.69,5796.75,0.0
2018-01-10 21:00:00,38.43,277,0,44.24,5170.5,0.0
2018-01-10 22:00:00,37.9,233,0,40.64,4451.75,0.0
2018-01-10 23:00:00,37.33,168,0,41.12,2720.0,0.0
2018-01-11 00:00:00,36.3,139,0,39.55,2156.5,0.0
2018-01-11 01:00:00,34.2,117,0,38.1,1842.5,0.0
2018-01-11 02:00:00,33.0,94,0,37.99,1608.25,0.0
2018-01-11 03:00:00,33.05,74,0,37.61,1471.0,0.0
2018-01-11 04:00:00,37.09,61,0,39.88,1436.75,0.0
2018-01-11 05:00:00,41.5,51,0,48.78,1386.5,0.0
2018-01-11 06:00:00,53.07,43,0,53.58,1266.75,0.0
2018-01-11 07:00:00,57.41,39,1,56.4,1101.5,127.0
2018-01-11 08:00:00,59.69,37,40,56.48,939.25,974.75
2018-01-11 09:00:00,59.77,35,134,56.47,794.0,2339.75
2018-01-11 10:00:00,58.82,34,247,56.05,726.25,3410.25
2018-01-11 11:00:00,54.61,33,305,55.26,747.75,3788.75
2018-01-11 12:00:00,54.83,32,302,54.29,904.75,3466.75
2018-01-11 13:00:00,54.74,33,242,54.01,1181.25,2490.25
2018-01-11 14:00:00,54.01,39,133,53.36,1523.75,1089.75
2018-01-11 15:00:00,54.96,50,26,54.6,1857.5,133.75
2018-01-11 16:00:00,57.87,63,0,57.44,2162.25,0.0
2018-01-11 17:00:00,57.81,72,0,57.44,2432.0,0.0
2018-01-11 18:00:00,54.9,74,0,54.68,2590.25,0.0
2018-01-11 19:00:00,50.0,71,0,51.09,2616.5,0.0
2018-01-11 20:00:00,43.13,64,0,46.56,2630.25,0.0
2018-01-11 21:00:00,42.4,56,0,47.94,2698.75,0.0
2018-01-11 22:00:00,37.92,50,0,42.29,2852.75,0.0
2018-01-11 23:00:00,37.68,46,0,37.09,2686.25,0.0
2018-01-12 00:00:00,35.69,50,0,35.15,2816.25,0.0
2018-01-12 01:00:00,34.0,53,0,34.71,3009.75,0.0
2018-01-12 02:00:00,33.08,55,0,38.13,3150.5,0.0
2018-01-12 03:00:00,33.81,53,0,37.55,3374.5,0.0
2018-01-12 04:00:00,35.1,47,0,38.89,3690.75,0.0
2018-01-12 05:00:00,39.93,46,0,46.99,4027.25,0.0
2018-01-12 06:00:00,48.5,44,0,52.34,4340.0,0.0
2018-01-12 07:00:00,50.7,38,1,53.57,4571.0,113.0
2018-01-12 08:00:00,57.38,33,32,53.55,4761.75,698.75
2018-01-12 09:00:00,57.44,31,94,53.28,4817.5,1636.0
2018-01-12 10:00:00,56.81,28,147,53.05,4839.5,2408.75
2018-01-12 11:00:00,55.04,24,176,52.05,4920.25,2647.75
2018-01-12 12:00:00,52.94,21,177,50.55,5127.25,2357.0
2018-01-12 13:00:00,48.02,21,146,50.05,5490.5,1653.75
2018-01-12 14:00:00,45.92,22,82,49.76,5945.5,744.25
2018-01-12 15:00:00,46.5,27,18,49.55,6481.75,108.25
2018-01-12 16:00:00,50.52,34,0,50.43,7114.25,0.0
2018-01-12 17:00:00,55.15,44,0,49.98,7731.0,0.0
2018-01-12 18:00:00,51.99,55,0,48.95,8145.75,0.0
2018-01-12 19:00:00,44.8,69,0,43.01,8288.25,0.0
2018-01-12 20:00:00,44.8,86,0,36.94,8307.5,0.0
2018-01-12 21:00:00,48.91,100,0,39.33,8251.0,0.0
2018-01-12 22:00:00,42.15,114,0,39.27,8220.0,0.0
2018-01-12 23:00:00,43.15,147,0,39.21,7742.25,0.0
2018-01-13 00:00:00,38.42,157,0,37.67,7887.25,0.0
2018-01-13 01:00:00,36.11,170,0,37.1,8287.25,0.0
2018-01-13 02:00:00,33.8,192,0,35.76,8709.5,0.0
2018-01-13 03:00:00,32.04,217,0,35.06,9230.25,0.0
2018-01-13 04:00:00,32.55,234,0,35.01,9936.5,0.0
2018-01-13 05:00:00,32.0,248,0,36.96,10723.5,0.0
2018-01-13 06:00:00,33.76,262,0,37.58,11416.25,0.0
2018-01-13 07:00:00,41.54,271,2,38.49,11933.5,184.5
2018-01-13 08:00:00,48.15,288,85,44.78,12335.0,1285.75
2018-01-13 09:00:00,50.59,320,273,44.64,12537.5,3071.25
2018-01-13 10:00:00,47.8,322,472,44.11,12399.0,4582.0
2018-01-13 11:00:00,47.63,303,590,43.68,12139.0,5059.75
2018-01-13 12:00:00,39.4,287,576,42.1,12118.25,4547.5
2018-01-13 13:00:00,36.83,284,449,38.4,12437.75,3277.5
2018-01-13 14:00:00,36.9,302,256,38.12,12915.0,1478.75
2018-01-13 15:00:00,36.69,361,60,39.27,13848.75,187.5
2018-01-13 16:00:00,56.25,459,0,46.05,15239.75,0.0
2018-01-13 17:00:00,61.0,564,0,50.07,16475.5,0.0
2018-01-13 18:00:00,59.46,627,0,50.1,17137.25,0.0
2018-01-13 19:00:00,45.1,630,0,50.08,17111.5,0.0
2018-01-13 20:00:00,41.2,610,0,48.0,16771.25,0.0
2018-01-13 21:00:00,46.0,582,0,46.1,16442.0,0.0
2018-01-13 22:00:00,38.0,535,0,44.01,16067.75,0.0
2018-01-13 23:00:00,38.1,576,0,46.3,15644.0,0.0
2018-01-14 00:00:00,33.83,563,0,42.37,15249.0,0.0
2018-01-14 01:00:00,33.0,568,0,39.41,15109.5,0.0
2018-01-14 02:00:00,30.0,587,0,37.63,15003.75,0.0
2018-01-14 03:00:00,27.01,605,0,36.79,15047.5,0.0
2018-01-14 04:00:00,28.48,597,0,37.08,15361.0,0.0
2018-01-14 05:00:00,29.74,573,0,36.18,15736.0,0.0
2018-01-14 06:00:00,32.7,548,0,36.2,15877.75,0.5
2018-01-14 07:00:00,35.1,511,7,37.32,15623.0,331.75
2018-01-14 08:00:00,36.9,444,226,37.98,15089.25,2465.0
2018-01-14 09:00:00,39.02,339,547,37.55,14243.5,5623.0
2018-01-14 10:00:00,39.25,233,785,38.96,13118.5,8117.0
2018-01-14 11:00:00,40.88,158,879,39.98,11986.25,8987.25
2018-01-14 12:00:00,37.04,110,819,37.31,11398.0,8246.5
2018-01-14 13:00:00,34.9,84,632,34.15,11540.25,6136.0
2018-01-14 14:00:00,33.86,74,366,34.92,12002.25,3065.0
2018-01-14 15:00:00,34.86,82,101,35.95,13065.5,358.25
2018-01-14 16:00:00,37.99,120,0,47.15,14736.25,0.25
2018-01-14 17:00:00,59.2,190,0,51.38,16241.25,0.0
2018-01-14 18:00:00,62.23,272,0,51.83,17116.0,0.0
2018-01-14 19:00:00,56.0,359,0,50.74,17139.75,0.0
2018-01-14 20:00:00,41.6,455,0,48.95,16877.0,0.0
2018-01-14 21:00:00,44.05,542,0,47.41,16516.75,0.0
2018-01-14 22:00:00,38.33,599,0,43.25,16263.75,0.0
2018-01-14 23:00:00,34.0,801,0,39.09,18085.0,0.0
2018-01-15 00:00:00,34.11,853,0,36.64,18129.5,0.0
2018-01-15 01:00:00,32.4,940,0,35.5,18521.25,0.0
2018-01-15 02:00:00,25.45,1070,0,32.27,18970.25,0.0
2018-01-15 03:00:00,26.5,1230,0,33.17,19512.25,0.0
2018-01-15 04:00:00,27.87,1397,0,36.21,20248.0,0.0
2018-01-15 05:00:00,40.7,1535,0,49.13,21115.5,0.0
2018-01-15 06:00:00,54.83,1654,0,51.84,22127.75,0.5
2018-01-15 07:00:00,52.92,1771,1,52.56,23161.0,409.25
2018-01-15 08:00:00,50.04,1897,25,52.26,23972.25,2443.0
2018-01-15 09:00:00,54.31,2027,67,52.37,24716.0,4774.25
2018-01-15 10:00:00,49.91,2138,101,53.02,25626.25,6315.0
2018-01-15 11:00:00,50.22,2217,107,52.61,26599.5,6614.0
2018-01-15 12:00:00,49.34,2269,89,52.52,27830.25,5705.75
2018-01-15 13:00:00,40.34,2298,60,52.6,29712.0,3870.25
2018-01-15 14:00:00,37.47,2302,32,52.5,32170.75,1654.5
2018-01-15 15:00:00,38.24,2289,9,52.37,34464.75,172.0
2018-01-15 16:00:00,47.9,2259,0,52.27,36321.25,0.0
2018-01-15 17:00:00,53.55,2222,0,52.24,37737.75,0.0
2018-01-15 18:00:00,52.25,2170,0,51.9,38596.25,0.0
2018-01-15 19:00:00,45.93,2099,0,51.37,38743.75,0.0
2018-01-15 20:00:00,36.71,2041,0,50.02,38677.75,0.0
2018-01-15 21:00:00,36.6,2004,0,48.02,38341.5,0.0
2018-01-15 22:00:00,36.21,1986,0,43.43,37479.0,0.0
2018-01-15 23:00:00,33.6,1904,0,39.57,38331.5,0.0
2018-01-16 00:00:00,21.16,1914,0,35.0,37659.5,0.0
2018-01-16 01:00:00,18.59,1925,0,33.52,36603.25,0.0
2018-01-16 02:00:00,14.56,1937,0,33.68,35271.25,0.0
2018-01-16 03:00:00,14.7,1959,0,32.51,33607.25,0.0
2018-01-16 04:00:00,21.21,1965,0,34.84,31774.5,0.0
2018-01-16 05:00:00,30.19,1978,0,45.51,29937.0,0.0
2018-01-16 06:00:00,38.92,2007,0,51.33,28550.0,0.5
2018-01-16 07:00:00,45.48,2015,3,52.43,27693.0,132.5
2018-01-16 08:00:00,49.06,1992,102,52.18,27455.0,864.5
2018-01-16 09:00:00,47.4,1977,276,52.55,27663.25,1896.0
2018-01-16 10:00:00,47.9,1977,402,52.61,28441.5,2734.25
2018-01-16 11:00:00,42.96,1976,444,51.97,29621.0,3111.5
2018-01-16 12:00:00,42.48,1966,418,52.01,30333.5,2975.5
2018-01-16 13:00:00,40.48,1947,359,52.53,30538.75,2213.0
2018-01-16 14:00:00,39.2,1929,227,52.6,30152.0,1011.5
2018-01-16 15:00:00,41.16,1898,61,52.32,29292.0,141.25
2018-01-16 16:00:00,49.95,1856,0,51.94,28658.25,0.25
2018-01-16 17:00:00,50.72,1833,0,51.62,28242.0,0.0
2018-01-16 18:00:00,45.02,1841,0,51.52,28008.0,0.0
2018-01-16 19:00:00,39.9,1872,0,50.05,28021.5,0.0
2018-01-16 20:00:00,35.0,1916,0,49.49,27986.5,0.0
2018-01-16 21:00:00,35.9,1961,0,46.07,27711.0,0.0
2018-01-16 22:00:00,35.2,2003,0,40.9,27241.0,0.0
2018-01-16 23:00:00,26.52,1969,0,39.01,26970.5,0.0
2018-01-17 00:00:00,22.8,1991,0,36.92,26443.75,0.0
2018-01-17 01:00:00,22.15,2010,0,31.94,26011.0,0.0
2018-01-17 02:00:00,18.41,2012,0,28.91,25929.5,0.0
2018-01-17 03:00:00,18.74,1998,0,28.06,26119.75,0.0
2018-01-17 04:00:00,23.4,1969,0,36.92,26276.5,0.0
2018-01-17 05:00:00,33.52,1937,0,46.7,26593.5,0.0
2018-01-17 06:00:00,48.69,1930,0,50.73,27271.5,0.75
2018-01-17 07:00:00,48.95,1951,3,51.06,27859.0,199.0
2018-01-17 08:00:00,49.23,1978,102,50.95,28448.25,1286.0
2018-01-17 09:00:00,43.38,2010,265,51.03,29402.25,2747.25
2018-01-17 10:00:00,45.85,2037,386,50.4,30850.0,3928.75
2018-01-17 11:00:00,45.57,2043,463,49.94,32042.0,4427.5
2018-01-17 12:00:00,44.08,2033,492,49.95,32469.5,4021.25
2018-01-17 13:00:00,42.18,2018,418,50.88,32133.0,2868.0
2018-01-17 14:00:00,40.41,2000,254,51.52,31592.5,1268.75
2018-01-17 15:00:00,42.24,1971,71,50.98,31322.25,196.0
