Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2020-01-01,36.805692393473585,37.54679406698016,36.087420877498694,33.53158404492596,34.30963860163689,32.00523797000119,31.497557996806943,33.73639922448971,35.71484471683487,35.732338707949374,34.07793478690009,36.061167265837874,34.29459461670436,33.32389070088156,32.18671001676038,34.317039488599235,38.269693471351644,44.42930810965973,43.63047434345984,36.764427347839494,38.71221658851244,37.93839122090732,36.68307314526272,40.38740244394097
2020-01-02,33.42989311948852,33.58272230566734,29.665089907614433,28.14586823978827,30.612169891011153,37.16608240563105,44.69536664428616,43.67925411645105,43.48067905502741,43.54855555885474,44.240188737159805,42.40158366001793,40.430839196150174,40.03187641886155,40.463080953083264,39.95450249067282,49.157561833953814,51.206040171004915,49.82844240115507,43.435273467319426,34.93327987445139,34.37427740134991,33.42471503183567,30.914804716239825
2020-01-03,30.777329856561753,27.26571725444261,23.788696176314566,24.326876883472295,26.34613340741582,33.2818067729882,38.33128395515884,41.29100583991047,44.33715094164957,42.41947236126093,42.796452984619705,41.328316938810985,40.37410115427344,38.34207917880969,38.002081077376175,37.88444953027468,45.83279175341725,47.64163749138554,44.70041977480291,38.45308693679446,37.08884950655072,37.91651201475534,36.284802732282756,34.86206775299766
2020-01-04,31.124572541424417,27.79494168996177,25.6375589893015,23.431153595209445,20.197320148286337,22.574429484577724,26.564832585383954,33.81273033401,38.976103036276854,38.9688983855706,36.62892523266525,35.23645066046069,33.791075918996135,34.14536331033331,32.43937536577753,33.00031160118641,43.55488772721243,47.089822587586426,46.59062165970312,42.19023459234821,39.49456719900275,40.41826520734719,39.17331304847336,34.10586902585324
2020-01-05,34.23775683849283,31.639702657345946,29.169822675880628,26.0585622247117,24.345881734690664,23.35446330363229,24.99508547048304,25.936360341421363,31.18230059847272,37.66152932304789,38.708794728461015,37.470030835743415,33.835957561785115,32.56466825794195,32.714783279166504,34.17614615408287,44.09593611893605,48.38183717546316,49.15649826350811,42.487927459534625,35.636178466929834,36.48566396431649,34.85642791931969,32.778639922533934
2020-01-06,29.46846442396552,27.72936260314738,23.476487989157334,25.615908395570933,28.079382334540227,34.60787079147778,41.5608254255986,45.71321571907821,46.050164575229076,44.874293787658715,42.73778398931848,41.91259663907726,40.55528491650459,39.95096387952413,41.180647583852746,43.66666329282221,52.14385949632619,52.756794310157,48.51548113010944,43.065262787317565,34.39219655975135,33.459206995357604,33.19682758900137,32.854138819304616
2020-01-07,31.0631534941229,29.736729602799258,26.922573750753237,30.334472045922084,33.20736622070997,39.69530151898971,46.27492119982737,49.64990179222607,50.0833452172005,46.31677363661965,45.643454716905595,45.21605833197039,43.78940086028481,42.35805037249057,42.76517060281396,43.47619909508351,49.381132556163294,48.625604535060745,44.909420376912465,40.852946503699975,33.105146786554684,33.664499661662354,33.85516315011703,31.767413798674287
2020-01-08,30.591434723916123,27.836860631418645,24.391821987574865,26.040569606652944,27.59137574543994,34.13542278582661,36.37442970995907,41.101413468505676,44.350669390545065,43.708077016295796,45.800973254023674,42.96098087335872,42.77532922183156,42.16787108915637,44.2876530962491,44.89169230084617,54.48777037403836,55.6556526631786,51.27974439824894,46.30170394877345,38.16316632372652,39.231479445929615,37.734706345092754,36.29457377635286
2020-01-09,31.140548693403307,27.852080664682305,27.74098187900311,26.418290313488924,27.41838838008146,37.03740833087135,40.18287664051922,41.849064003082304,41.96976467557671,43.15594633180173,43.83058770364233,40.70042082138973,40.44479177659073,39.33046351506724,38.635101602654046,38.310293105942876,45.77818487496149,48.386377661972006,44.10710155877842,38.49987161864533,32.213522357474474,35.139939653699784,33.22534552321858,30.533926776394047
2020-01-10,25.751679022411892,24.284356473888845,21.588776971165572,22.902199448559784,26.73052637250581,34.58887824047429,40.46691853712547,39.56868911462868,42.79154234257376,42.27639406651752,41.07774743964754,39.632499409847995,38.50607790937161,37.946907357273524,36.073717336661566,40.03084297301265,46.060191616244204,48.46514092493795,47.295794496128764,41.99057837188924,37.397584537201595,36.55691007090002,36.141442190083005,36.56468290719642
2020-01-11,31.62159825614385,29.878886842009443,26.97830779991599,25.1896416511827,24.94286298329492,28.10548456655443,26.37816520921984,33.29027032036771,37.99309768976454,38.978466475699406,37.54568669676419,35.97917757522763,34.21821826261739,32.86878544301095,32.976507919311274,31.556202072812166,39.207919030126185,42.757547388482756,40.913129282974936,35.20847371307007,30.011443792260753,32.77540322175275,31.61694582036541,28.03076806195795
2020-01-12,22.880930298833892,20.99904324336496,17.759788788324073,16.497813168800167,13.072970341200843,12.330247813617241,15.717383613177638,19.89255139619394,26.70960364374864,28.77108111962157,30.629928772284416,29.731630049212022,26.259323977612777,24.688916364492467,25.476707789442287,26.256329357548694,37.18234246721123,41.542863100508114,44.68384727989576,38.74940127971824,33.655462354117745,34.05396582366069,32.3715470103743,31.85881366869029
2020-01-13,28.544670842477828,25.871012934128647,23.196704378295735,22.55040891058072,24.975422878905,35.44699924456479,45.236211890467864,46.917459659893034,46.41934755903635,45.18826811566907,42.51392344871297,39.51442054077478,38.15941415316178,36.68616769990708,38.209046423667004,40.09171191612215,45.75085831560641,48.74231913503302,44.96406819414202,38.72692404813532,31.474050549338372,32.60062850698246,31.450292226687928,28.471310106443045
