Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2020-01-01,34.99099636140415,34.18047956842475,31.008532865053468,28.020604664639027,27.25597210993488,23.532601434691095,17.99677912969636,14.069041817287058,28.970399798092576,28.89268935117868,29.73422613857697,34.18735332288943,28.327652294846782,25.572426765822573,26.493546193561247,22.258227893001155,37.333993580927306,41.3364959286665,40.446132796376496,35.20154337724489,31.539541897862115,29.64801519910275,26.801345565969434,27.264797611104047
2020-01-02,34.76687313077415,31.881635309152177,29.336233040509974,28.08254097816138,28.112306835589287,32.24488814055087,37.63506754704101,38.36698131712254,41.11697385445829,40.69487793520352,41.43035335188407,40.14215751230163,37.14182285528594,37.83752848044302,38.79617068538869,38.006790169046155,43.437318902171384,47.54958448999984,47.288781164438916,43.65719112037677,38.57880667267922,39.734134009570255,35.302804314872205,34.29774189701788
2020-01-03,29.90921667857787,28.14203269639524,24.37434065061903,22.948419781607285,25.386361118749253,29.55297966829752,38.64656142031959,39.99031619404625,41.834605495892376,41.335126388182175,38.728270077556566,39.054115658156036,38.25589058318276,36.83085208773551,36.34107106904059,37.61041586365296,42.95209895765628,45.43685048836844,47.230902395625336,39.566493347568255,35.56764722632521,37.30459450018982,33.7745189236074,21.53642510355464
2020-01-04,31.33221442665729,28.14104520147961,23.660053013001395,21.355688908429713,25.02187142191746,28.70369235290322,29.98524192665707,34.46814876568754,36.27064325926515,37.05226663650346,33.06488971390618,33.75269869302468,30.62231230858867,32.02403605746827,32.88518682536309,34.78709777242568,41.37008711198376,42.684336879101906,42.05690762749797,36.34124677596149,33.3944008500187,34.086341991910956,33.68966698041454,25.259121541888998
2020-01-05,31.503412251166864,30.53289159879175,29.416274141928263,27.959149836621382,26.27639373120474,26.36128290316144,26.750427915568345,29.597112465733566,36.34119350105094,38.66918388047647,37.368815622662474,35.201422435315955,33.42233412868047,34.445948881283954,34.30836392029795,36.61376714706139,44.428846176391254,48.461201638897,47.25785222760682,39.7526450892912,33.50201058444874,33.467372715507516,32.88240191513361,31.858649465966742
2020-01-06,30.17976824083956,27.725901890942282,29.45966604494352,29.29637802591153,29.656282975447834,34.24266612068156,47.753598107581595,44.91044246925379,46.83082250064164,45.95000399298082,43.978022694282124,41.24189566346537,40.28167509235265,40.78913690208147,43.71508987281523,44.923462307592416,50.18619913662569,54.7590649913372,48.57081475039925,42.66724743314603,36.009139591621434,37.258449000396006,36.98787597662647,37.972286197687446
2020-01-07,29.233714319100947,29.304850642360883,27.515874119315445,26.021636275831607,29.579956227683944,33.99926103576643,45.08941276492989,45.959445108646385,45.678603334313166,48.79218976756788,43.364079915321206,41.66007062883886,41.38284743594657,41.81236677747535,43.28008107171424,45.17184354568753,51.61983174292536,50.89370965837888,45.50149297071316,42.73356972321817,36.42098038049051,36.17876866447346,33.881874655316224,30.6475293214983
2020-01-08,27.53014890349147,28.09633528776981,25.561790687768504,24.616480195559397,29.116223041818902,33.34363214751372,37.414981041155265,42.92048488253173,45.3439868255334,42.42625183019017,41.602275994047545,38.961341758352525,39.54646553722588,39.00240428398258,40.765292105761375,41.42410517570643,46.82433067875135,49.31299702312835,44.377188037185554,34.62394944046132,34.689993832073284,34.01223021366546,34.467645851516615,23.45399140594398
2020-01-09,33.294425084502244,31.115024911683328,29.478071250939962,27.83903877935596,29.741176696737213,38.750994623052854,46.579814772576306,51.20280480272323,47.55978182562052,45.37020823149149,42.89553724413758,42.45501140550408,41.320639112356524,44.088587907693665,42.98442063920623,47.049840204111796,51.75418804006579,49.12315090291611,46.42231049997943,42.3656030007431,39.586238437751824,37.14907291043164,35.753503701228546,31.93359744561574
2020-01-10,27.02724332144555,25.52244776163585,22.065686764313348,20.601093332570983,24.59509592298525,31.17141375801791,41.264381302084125,43.582284632746166,44.08212909921878,42.03352067293363,41.827788090172,41.999165064415266,42.92170238755758,39.54167995639718,38.214325837849934,41.634656115563736,49.911087635930706,51.72632702281444,46.245354722352765,42.28016631221062,37.55327855539113,38.29175496145271,36.970000376660686,34.78021621624291
2020-01-11,33.13214950527717,32.38721933074702,29.026542014804665,27.75760922201173,29.467470215531154,32.2643225477182,39.13648024126176,39.024109490871524,40.260289837505894,42.989721385551384,41.939158875671986,41.36320832645695,37.58411791093355,35.0925152859519,33.90160243180385,39.12750860388425,45.6960938415928,47.64668886110511,45.33037422497129,37.954109166130536,37.937507115282315,35.55785069801327,34.12891532438053,33.901977567487414
2020-01-12,24.07400206947166,23.933272929193667,20.797247972022873,19.349086472622606,21.591087552849643,23.10315044061742,27.918080226498937,29.45408964209492,36.894116592017376,40.407727883247205,39.66083870389246,40.107851708820284,36.65843974113081,34.18492854038112,30.82133650779124,35.98288272189998,46.193666946933206,47.927480582698145,44.50560355479357,40.344034739523956,34.522827263222915,35.91750463810529,33.28325169073917,30.75355442027193
2020-01-13,28.451857332438337,28.368577935314985,26.692205920345312,26.226339957358284,27.1783260614108,36.72501724986256,47.452268587067444,48.93078135313278,47.807430769895895,45.91954991265026,44.7180191602194,42.77373710099129,40.585552549512514,39.073594193740526,38.96123703685507,40.259597885498614,45.1873752427229,43.894691160966296,41.42699093961902,37.309073680422436,32.5614194099651,34.85112152880991,30.528721625259845,23.838762693649358
